Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/20/2020 at 6:30:56 pm EST,Imposter,Loss,-,-,-,0,01m 50s,Yes,N/A,-,N/A,NA / RJPINF
12/20/2020 at 6:27:14 pm EST,Crewmate,Win,1,No,No,-,02m 20s,No,0,-,N/A,NA / RJPINF
12/20/2020 at 6:23:55 pm EST,Crewmate,Loss,1,No,No,-,02m 21s,No,1,-,N/A,NA / RJPINF
12/20/2020 at 6:20:34 pm EST,Imposter,Win,-,-,-,1,00m 31s,No,N/A,-,N/A,NA / RJPINF
12/20/2020 at 6:19:41 pm EST,Crewmate,Loss,0,No,No,-,06m 56s,No,0,-,N/A,NA / RJPINF
12/20/2020 at 6:11:43 pm EST,Imposter,Win,-,-,-,2,03m 25s,No,N/A,-,N/A,NA / RJPINF
12/20/2020 at 6:06:12 pm EST,Crewmate,Loss,2,No,No,-,03m 41s,No,0,-,N/A,NA / RJPINF
12/20/2020 at 5:54:14 pm EST,Crewmate,Loss,0,No,Yes,-,03m 47s,No,0,-,N/A,Europe / LQGWUF
12/20/2020 at 5:49:20 pm EST,Imposter,Win,-,-,-,3,05m 24s,No,N/A,-,+++,Europe / LQGWUF
12/20/2020 at 5:43:35 pm EST,Crewmate,Loss,3,No,Yes,-,03m 29s,No,0,-,N/A,Europe / LQGWUF
12/20/2020 at 5:37:30 pm EST,Imposter,Win,-,-,-,1,01m 59s,No,N/A,-,N/A,Europe / LQGWUF
12/20/2020 at 5:33:21 pm EST,Crewmate,Loss,1,No,No,-,06m 55s,Yes,1,-,---,Europe / LQGWUF
12/20/2020 at 5:23:38 pm EST,Crewmate,Loss,2,No,No,-,01m 59s,No,0,-,N/A,Europe / LQGWUF
12/20/2020 at 5:20:50 pm EST,Crewmate,Loss,1,No,Yes,-,01m 38s,No,0,-,N/A,Europe / LQGWUF
12/20/2020 at 5:18:25 pm EST,Crewmate,Win,2,No,Yes,-,05m 55s,No,0,-,++,Europe / LQGWUF
12/20/2020 at 5:09:40 pm EST,Crewmate,Win,1,No,No,-,03m 03s,No,1,-,N/A,Europe / LQGWUF
12/20/2020 at 4:56:43 pm EST,Crewmate,Win,2,No,No,-,06m 19s,No,0,-,++,Europe / YXAZWQ
12/20/2020 at 4:33:47 pm EST,Crewmate,Win,8,Yes,Yes,-,21m 27s,No,0,10m 38s,++,NA / VTLOVF
12/20/2020 at 4:10:39 pm EST,Crewmate,Loss,4,No,Yes,-,11m 10s,No,0,-,---,NA / VTLOVF
12/20/2020 at 3:58:17 pm EST,Crewmate,Win,8,Yes,No,-,12m 23s,No,2,11m 42s,++,NA / VTLOVF
12/20/2020 at 11:31:14 am EST,Crewmate,Loss,6,Yes,Yes,-,02m 56s,No,0,02m 31s,N/A,Europe / KFFDNF
12/20/2020 at 11:27:39 am EST,Crewmate,Win,3,No,No,-,02m 41s,No,0,-,N/A,Europe / KFFDNF
12/20/2020 at 11:19:03 am EST,Imposter,Win,-,-,-,2,10m 24s,No,N/A,-,+++,NA / DZZFDF
12/20/2020 at 11:07:54 am EST,Crewmate,Win,1,No,No,-,01m 56s,No,0,-,N/A,NA / DZZFDF
12/20/2020 at 11:05:16 am EST,Imposter,Win,-,-,-,2,07m 31s,No,N/A,-,+++,NA / DZZFDF
12/20/2020 at 10:50:21 am EST,Imposter,Win,-,-,-,3,06m 57s,No,N/A,-,+++,NA / DZZFDF
12/20/2020 at 10:42:50 am EST,Imposter,Loss,-,-,-,1,02m 47s,Yes,N/A,-,N/A,NA / DZZFDF
12/20/2020 at 10:39:46 am EST,Crewmate,Win,5,No,Yes,-,03m 11s,No,1,-,N/A,NA / DZZFDF
12/20/2020 at 10:35:45 am EST,Crewmate,Win,0,No,No,-,01m 15s,No,0,-,N/A,NA / DZZFDF
12/20/2020 at 10:33:44 am EST,Imposter,Win,-,-,-,1,02m 31s,No,N/A,-,N/A,NA / DZZFDF
12/20/2020 at 10:30:11 am EST,Crewmate,Win,0,No,No,-,00m 14s,No,0,-,N/A,NA / DZZFDF
12/20/2020 at 10:25:53 am EST,Crewmate,Win,2,No,No,-,03m 40s,No,1,-,N/A,NA / DZZFDF
12/20/2020 at 10:21:28 am EST,Crewmate,Loss,6,No,Yes,-,09m 06s,No,1,-,---,NA / DZZFDF
12/19/2020 at 6:08:24 pm EST,Crewmate,Loss,3,No,Yes,-,01m 48s,No,0,-,N/A,NA / HYBICF
12/19/2020 at 6:05:00 pm EST,Crewmate,Win,2,No,No,-,00m 35s,No,0,-,N/A,NA / HYBICF
12/19/2020 at 6:03:49 pm EST,Crewmate,Win,8,Yes,No,-,09m 38s,Yes,0,08m 03s,++,NA / HYBICF
12/19/2020 at 5:53:31 pm EST,Crewmate,Win,8,Yes,Yes,-,08m 56s,No,0,06m 23s,++,NA / HYBICF
12/19/2020 at 5:43:36 pm EST,Crewmate,Win,8,Yes,No,-,09m 56s,No,0,06m 39s,++,NA / HYBICF
12/19/2020 at 5:29:47 pm EST,Imposter,Win,-,-,-,1,04m 47s,No,N/A,-,N/A,NA / HAKPCF
12/19/2020 at 5:24:32 pm EST,Crewmate,Win,4,No,No,-,03m 42s,No,0,-,N/A,NA / HAKPCF
12/19/2020 at 5:20:04 pm EST,Imposter,Win,-,-,-,1,10m 19s,No,N/A,-,+++,NA / HAKPCF
12/19/2020 at 5:08:40 pm EST,Imposter,Loss,-,-,-,0,07m 43s,Yes,N/A,-,--,NA / HAKPCF
