Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/19/2020 at 6:09:49 am EST,Imposter,Win,-,-,-,2,15m 43s,No,N/A,-,+++,NA / ASJXIF
12/19/2020 at 5:50:19 am EST,Crewmate,Loss,8,Yes,Yes,-,13m 45s,No,0,13m 05s,--,NA / ASJXIF
12/19/2020 at 5:34:51 am EST,Crewmate,Win,4,No,Yes,-,13m 33s,No,0,-,++,NA / ASJXIF
12/19/2020 at 5:20:09 am EST,Crewmate,Loss,6,No,Yes,-,07m 59s,No,0,-,---,NA / ASJXIF
12/19/2020 at 5:09:58 am EST,Imposter,Win,-,-,-,4,15m 55s,No,N/A,-,+++,NA / ASJXIF
12/19/2020 at 4:51:02 am EST,Crewmate,Loss,3,No,No,-,10m 34s,No,1,-,---,NA / ASJXIF
12/19/2020 at 4:37:49 am EST,Crewmate,Win,4,No,No,-,16m 45s,No,0,-,++,NA / ASJXIF
12/19/2020 at 4:20:44 am EST,Crewmate,Win,4,No,Yes,-,08m 36s,No,0,-,++,NA / ASJXIF
12/19/2020 at 4:11:18 am EST,Crewmate,Loss,5,No,Yes,-,07m 41s,No,0,-,---,NA / ASJXIF
12/19/2020 at 3:59:34 am EST,Imposter,Win,-,-,-,3,09m 01s,No,N/A,-,+++,NA / ASJXIF
12/19/2020 at 3:36:17 am EST,Crewmate,Loss,8,Yes,No,-,16m 38s,No,0,09m 32s,--,NA / JYJKBF
12/19/2020 at 3:17:31 am EST,Crewmate,Loss,8,Yes,Yes,-,22m 40s,No,0,14m 49s,--,NA / JYJKBF
12/19/2020 at 2:52:48 am EST,Crewmate,Loss,8,Yes,Yes,-,11m 31s,No,0,08m 14s,--,NA / JYJKBF
12/19/2020 at 2:39:45 am EST,Imposter,Win,-,-,-,3,12m 05s,No,N/A,-,+++,NA / JYJKBF
12/19/2020 at 2:17:51 am EST,Crewmate,Win,0,No,Yes,-,04m 51s,No,0,-,N/A,NA / IUSDXQ
12/18/2020 at 4:22:35 am EST,Crewmate,Loss,9,Yes,Yes,-,18m 57s,No,1,11m 23s,--,NA / OVGUMF
12/18/2020 at 4:02:30 am EST,Imposter,Win,-,-,-,1,08m 08s,No,N/A,-,+++,NA / OVGUMF
12/18/2020 at 3:52:08 am EST,Imposter,Win,-,-,-,4,16m 45s,No,N/A,-,+++,NA / OVGUMF
12/18/2020 at 3:23:49 am EST,Crewmate,Win,7,Yes,Yes,-,24m 39s,No,0,19m 56s,++,NA / HFMJHF
12/18/2020 at 2:57:51 am EST,Crewmate,Win,4,No,Yes,-,04m 39s,No,0,-,N/A,NA / HFMJHF
12/18/2020 at 2:35:03 am EST,Crewmate,Win,7,Yes,No,-,28m 42s,No,1,28m 41s,++,NA / FIKXMF
12/18/2020 at 2:05:04 am EST,Crewmate,Loss,7,Yes,Yes,-,14m 21s,No,0,10m 34s,--,NA / FIKXMF
12/18/2020 at 1:24:36 am EST,Crewmate,Win,5,No,Yes,-,12m 08s,No,1,-,++,NA / MOQFDF
12/05/2020 at 12:02:04 am EST,Crewmate,Loss,3,No,No,-,10m 34s,No,2,-,---,NA / UMZNVF
12/04/2020 at 11:34:33 pm EST,Crewmate,Loss,5,No,Yes,-,18m 13s,No,0,-,---,NA / JPSWVF
12/04/2020 at 11:15:30 pm EST,Imposter,Win,-,-,-,2,13m 03s,No,N/A,-,+++,NA / JPSWVF
12/03/2020 at 3:19:15 am EST,Crewmate,Win,7,Yes,Yes,-,19m 40s,No,0,10m 12s,++,NA / GHOUHF
12/03/2020 at 2:56:11 am EST,Crewmate,Win,5,No,No,-,12m 06s,No,1,-,++,NA / GHOUHF
12/03/2020 at 2:43:09 am EST,Crewmate,Loss,7,Yes,Yes,-,10m 25s,No,0,09m 31s,--,NA / GHOUHF
12/03/2020 at 2:31:52 am EST,Crewmate,Win,6,No,Yes,-,09m 43s,No,0,-,++,NA / GHOUHF
12/03/2020 at 2:21:21 am EST,Crewmate,Loss,3,No,Yes,-,04m 23s,No,0,-,N/A,NA / GHOUHF
12/03/2020 at 2:08:02 am EST,Crewmate,Loss,5,No,Yes,-,14m 03s,No,0,-,---,NA / GHOUHF
12/03/2020 at 1:52:53 am EST,Imposter,Win,-,-,-,3,09m 05s,No,N/A,-,+++,NA / GHOUHF
12/03/2020 at 1:40:58 am EST,Imposter,Loss,-,-,-,3,11m 11s,No,N/A,-,-,NA / GHOUHF
12/03/2020 at 1:23:10 am EST,Crewmate,Loss,4,No,Yes,-,07m 51s,No,0,-,---,NA / HVGKBF
12/03/2020 at 1:13:21 am EST,Crewmate,Win,2,No,No,-,06m 02s,No,1,-,++,NA / KGFZPQ
12/03/2020 at 1:06:21 am EST,Crewmate,Win,1,No,No,-,13m 18s,No,0,-,++,NA / KGFZPQ
12/02/2020 at 3:13:23 pm EST,Crewmate,Win,1,No,No,-,10m 06s,No,1,-,++,NA / IPXULQ
12/02/2020 at 3:02:50 pm EST,Crewmate,Win,1,No,No,-,05m 02s,No,0,-,++,NA / IPXULQ
12/02/2020 at 2:52:00 pm EST,Crewmate,Loss,2,No,No,-,03m 45s,Yes,0,-,N/A,NA / EJKNXQ
12/02/2020 at 2:42:28 pm EST,Crewmate,Win,2,No,No,-,06m 37s,No,2,-,++,NA / NDARYQ
12/02/2020 at 2:35:05 pm EST,Crewmate,Win,5,No,Yes,-,04m 37s,No,0,-,N/A,NA / LWDLCF
12/02/2020 at 2:54:24 am EST,Crewmate,Win,8,Yes,Yes,-,11m 38s,No,1,11m 28s,++,NA / JYJDDF
12/02/2020 at 2:41:14 am EST,Crewmate,Win,8,Yes,No,-,14m 11s,No,0,10m 36s,++,NA / JYJDDF
12/02/2020 at 2:26:32 am EST,Crewmate,Win,8,Yes,Yes,-,11m 35s,No,0,10m 36s,++,NA / JYJDDF
12/02/2020 at 2:11:35 am EST,Crewmate,Loss,8,Yes,Yes,-,07m 21s,No,0,04m 32s,--,NA / XCBYZF
12/02/2020 at 2:03:05 am EST,Crewmate,Win,6,No,No,-,16m 17s,No,0,-,++,NA / XCBYZF
12/02/2020 at 1:44:45 am EST,Crewmate,Loss,5,No,Yes,-,13m 02s,No,4,-,---,NA / XCBYZF
12/02/2020 at 1:29:38 am EST,Crewmate,Loss,5,No,Yes,-,12m 35s,No,0,-,---,NA / XCBYZF
12/02/2020 at 1:16:17 am EST,Crewmate,Win,4,No,No,-,10m 13s,No,0,-,++,NA / XCBYZF
12/02/2020 at 1:04:23 am EST,Imposter,Win,-,-,-,2,04m 13s,No,N/A,-,N/A,NA / DYSIVF
12/02/2020 at 12:36:24 am EST,Crewmate,Win,2,No,No,-,08m 11s,No,0,-,++,NA / YXSNPQ
