Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/09/2020 at 8:35:52 pm EST,Crewmate,Loss,7,No,Yes,-,07m 07s,No,0,-,---,Europe / FWBHCF
12/09/2020 at 8:26:46 pm EST,Crewmate,Win,8,Yes,Yes,-,13m 24s,No,0,09m 11s,++,Europe / FWBHCF
12/08/2020 at 9:31:17 pm EST,Crewmate,Loss,8,Yes,No,-,07m 46s,No,1,07m 46s,--,Europe / RLNKUF
12/06/2020 at 8:26:17 pm EST,Crewmate,Loss,8,Yes,Yes,-,10m 59s,No,0,10m 04s,--,Europe / DSYWJF
12/06/2020 at 8:12:36 pm EST,Crewmate,Win,7,No,Yes,-,13m 10s,No,0,-,++,Europe / DSYWJF
12/06/2020 at 7:57:00 pm EST,Imposter,Win,-,-,-,2,16m 32s,No,N/A,-,+++,Europe / DSYWJF
12/06/2020 at 7:38:03 pm EST,Crewmate,Win,1,No,Yes,-,05m 13s,No,0,-,++,Europe / DSYWJF
12/06/2020 at 7:28:13 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 10s,No,0,09m 00s,--,Europe / DSYWJF
12/06/2020 at 7:14:08 pm EST,Crewmate,Win,8,Yes,No,-,19m 05s,No,0,09m 10s,++,Europe / DSYWJF
12/06/2020 at 6:50:46 pm EST,Imposter,Loss,-,-,-,1,20m 36s,No,N/A,-,--,Europe / DSYWJF
12/06/2020 at 6:22:06 pm EST,Crewmate,Win,5,No,No,-,16m 11s,No,0,-,++,Europe / DSYWJF
12/06/2020 at 12:45:51 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 42s,No,0,11m 13s,--,Europe / HRGJOF
12/06/2020 at 12:30:44 pm EST,Crewmate,Win,3,No,Yes,-,10m 32s,No,0,-,++,Europe / HRGJOF
12/06/2020 at 12:18:19 pm EST,Crewmate,Win,7,Yes,Yes,-,12m 46s,No,0,10m 55s,++,Europe / HRGJOF
12/06/2020 at 11:57:54 am EST,Crewmate,Loss,3,No,Yes,-,05m 28s,No,0,-,---,Europe / HRGJOF
12/06/2020 at 11:51:32 am EST,Crewmate,Win,7,Yes,No,-,14m 13s,No,0,10m 06s,++,Europe / HRGJOF
12/06/2020 at 11:34:24 am EST,Imposter,Win,-,-,-,4,12m 38s,No,N/A,-,+++,Europe / HRGJOF
12/06/2020 at 11:18:27 am EST,Crewmate,Win,7,Yes,No,-,12m 07s,No,0,07m 05s,++,Europe / HRGJOF
12/06/2020 at 11:04:57 am EST,Crewmate,Win,5,No,No,-,08m 37s,No,0,-,++,Europe / HRGJOF
12/06/2020 at 10:52:04 am EST,Imposter,Win,-,-,-,6,15m 48s,No,N/A,-,+++,Europe / RHZBNF
12/06/2020 at 10:34:14 am EST,Crewmate,Win,8,Yes,Yes,-,16m 21s,No,0,10m 54s,++,Europe / RHZBNF
12/06/2020 at 10:13:12 am EST,Crewmate,Win,5,No,Yes,-,06m 28s,No,0,-,++,Europe / RHZBNF
12/06/2020 at 10:05:37 am EST,Crewmate,Win,8,Yes,No,-,18m 02s,No,1,17m 17s,++,Europe / RHZBNF
12/06/2020 at 9:42:54 am EST,Imposter,Loss,-,-,-,4,16m 53s,No,N/A,-,-,Europe / FFNQHF
12/05/2020 at 11:45:52 pm EST,Crewmate,Loss,8,Yes,Yes,-,23m 32s,No,0,10m 31s,--,Europe / RUFQCF
12/05/2020 at 11:16:08 pm EST,Crewmate,Loss,8,Yes,Yes,-,14m 42s,No,0,09m 20s,--,Europe / RUFQCF
12/05/2020 at 10:56:16 pm EST,Crewmate,Loss,6,No,No,-,15m 39s,No,0,-,---,Europe / RUFQCF
12/05/2020 at 10:36:46 pm EST,Crewmate,Win,7,Yes,Yes,-,15m 48s,No,0,15m 18s,++,Europe / WHOYGF
12/05/2020 at 10:19:58 pm EST,Crewmate,Win,7,Yes,Yes,-,18m 02s,No,0,14m 01s,++,Europe / WHOYGF
12/05/2020 at 10:00:07 pm EST,Imposter,Loss,-,-,-,1,17m 18s,Yes,N/A,-,--,Europe / WHOYGF
12/05/2020 at 9:41:35 pm EST,Crewmate,Win,4,No,No,-,13m 26s,No,0,-,++,Europe / WHOYGF
12/05/2020 at 9:23:02 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 58s,No,0,05m 34s,--,Europe / WHOYGF
12/05/2020 at 9:07:07 pm EST,Crewmate,Win,6,No,No,-,07m 53s,No,0,-,++,Europe / WHOYGF
12/05/2020 at 8:56:02 pm EST,Crewmate,Win,7,Yes,Yes,-,16m 32s,No,0,16m 29s,++,Europe / WHOYGF
12/05/2020 at 8:31:55 pm EST,Crewmate,Win,7,Yes,Yes,-,17m 03s,No,0,14m 02s,++,Europe / WHOYGF
12/05/2020 at 6:17:53 pm EST,Crewmate,Win,6,No,No,-,05m 06s,No,0,-,++,NA / BODLCF
12/05/2020 at 6:11:55 pm EST,Crewmate,Win,2,No,No,-,06m 39s,No,0,-,++,NA / BODLCF
12/05/2020 at 6:04:31 pm EST,Crewmate,Win,8,Yes,No,-,10m 15s,No,0,10m 14s,++,NA / BODLCF
12/05/2020 at 5:52:29 pm EST,Imposter,Win,-,-,-,3,14m 29s,No,N/A,-,+++,NA / BODLCF
12/05/2020 at 5:36:06 pm EST,Crewmate,Win,8,Yes,No,-,09m 49s,No,0,07m 29s,++,NA / BODLCF
12/05/2020 at 5:21:08 pm EST,Crewmate,Win,3,No,No,-,10m 41s,No,0,-,++,NA / BODLCF
12/05/2020 at 5:04:28 pm EST,Crewmate,Win,4,No,No,-,09m 45s,No,0,-,++,NA / BODLCF
12/05/2020 at 4:46:51 pm EST,Crewmate,Win,8,Yes,No,-,21m 39s,No,1,17m 13s,++,NA / BODLCF
12/05/2020 at 4:22:15 pm EST,Crewmate,Win,8,Yes,Yes,-,14m 17s,No,0,08m 55s,++,NA / BODLCF
12/05/2020 at 4:00:21 pm EST,Crewmate,Loss,0,No,Yes,-,11m 35s,No,0,-,N/A,NA / BODLCF
