Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/16/2020 at 12:49:43 am EST,Crewmate,Win,5,No,Yes,-,16m 44s,No,0,-,++,NA / RJHBNF
12/16/2020 at 12:27:21 am EST,Crewmate,Loss,7,Yes,Yes,-,19m 31s,No,0,07m 32s,--,NA / RJHBNF
12/15/2020 at 11:58:11 pm EST,Crewmate,Loss,3,No,Yes,-,03m 41s,No,0,-,N/A,NA / RJHBNF
12/15/2020 at 11:53:00 pm EST,Crewmate,Win,7,Yes,Yes,-,19m 11s,No,0,07m 15s,++,NA / RJHBNF
12/15/2020 at 3:02:35 am EST,Crewmate,Win,0,No,No,-,00m 39s,No,0,-,N/A,NA / JBLSZF
12/15/2020 at 2:58:03 am EST,Crewmate,Win,7,Yes,Yes,-,14m 09s,No,0,08m 07s,++,NA / JBLSZF
12/15/2020 at 2:40:34 am EST,Imposter,Win,-,-,-,1,10m 41s,Yes,N/A,-,+++,NA / JBLSZF
12/15/2020 at 2:06:32 am EST,Crewmate,Win,7,Yes,Yes,-,15m 38s,No,0,13m 28s,++,NA / JBLSZF
12/08/2020 at 2:53:25 am EST,Crewmate,Loss,6,No,Yes,-,10m 50s,No,0,-,---,NA / HNXTJF
12/08/2020 at 2:39:57 am EST,Crewmate,Loss,5,No,No,-,09m 23s,Yes,0,-,---,NA / HNXTJF
12/08/2020 at 2:29:50 am EST,Imposter,Win,-,-,-,2,04m 33s,No,N/A,-,N/A,NA / HNXTJF
12/08/2020 at 2:16:43 am EST,Crewmate,Loss,7,Yes,No,-,11m 29s,No,0,10m 46s,--,NA / SAJFZF
12/08/2020 at 1:50:42 am EST,Crewmate,Win,7,Yes,Yes,-,14m 44s,No,0,08m 31s,++,NA / FATWCF
12/08/2020 at 1:34:32 am EST,Imposter,Win,-,-,-,1,02m 37s,No,N/A,-,N/A,NA / FATWCF
12/08/2020 at 1:26:29 am EST,Crewmate,Loss,4,No,No,-,10m 15s,No,1,-,---,NA / FATWCF
12/08/2020 at 1:10:04 am EST,Crewmate,Loss,7,Yes,No,-,19m 38s,Yes,0,10m 18s,--,NA / FATWCF
12/08/2020 at 12:45:48 am EST,Crewmate,Loss,7,Yes,Yes,-,12m 37s,No,0,05m 46s,--,NA / FATWCF
12/08/2020 at 12:30:21 am EST,Crewmate,Loss,7,Yes,Yes,-,09m 34s,No,0,05m 57s,--,NA / FATWCF
12/08/2020 at 12:16:45 am EST,Crewmate,Win,8,Yes,No,-,18m 26s,No,0,14m 40s,++,NA / BRFSZF
12/07/2020 at 11:56:41 pm EST,Crewmate,Loss,8,Yes,Yes,-,17m 02s,No,0,09m 08s,--,NA / BRFSZF
12/07/2020 at 11:37:48 pm EST,Crewmate,Win,7,No,Yes,-,06m 22s,No,0,-,++,NA / BRFSZF
12/07/2020 at 11:24:16 pm EST,Crewmate,Loss,5,No,Yes,-,05m 40s,No,1,-,---,NA / IKPWHF
12/07/2020 at 11:12:08 pm EST,Crewmate,Win,7,Yes,Yes,-,10m 32s,No,0,05m 20s,++,NA / IKPWHF
12/07/2020 at 11:01:08 pm EST,Crewmate,Win,7,Yes,No,-,16m 52s,No,0,07m 04s,++,NA / IKPWHF
12/07/2020 at 10:43:52 pm EST,Crewmate,Win,6,No,Yes,-,10m 49s,No,0,-,++,NA / IKPWHF
12/07/2020 at 10:32:46 pm EST,Crewmate,Loss,7,Yes,No,-,13m 13s,No,0,05m 13s,--,NA / IKPWHF
12/07/2020 at 10:18:21 pm EST,Imposter,Win,-,-,-,2,08m 25s,No,N/A,-,+++,NA / IKPWHF
12/07/2020 at 2:48:03 am EST,Crewmate,Win,7,Yes,No,-,21m 56s,No,0,18m 05s,++,NA / HUTXKF
12/07/2020 at 2:25:34 am EST,Crewmate,Loss,7,Yes,No,-,15m 36s,No,1,06m 01s,--,NA / HUTXKF
12/07/2020 at 2:07:09 am EST,Imposter,Loss,-,-,-,2,16m 02s,No,N/A,-,-,NA / HUTXKF
12/07/2020 at 1:48:47 am EST,Crewmate,Win,7,Yes,No,-,13m 54s,No,0,05m 42s,++,NA / HUTXKF
12/07/2020 at 1:33:50 am EST,Crewmate,Win,7,Yes,Yes,-,12m 39s,No,0,05m 41s,++,NA / HUTXKF
12/07/2020 at 1:18:09 am EST,Crewmate,Win,7,Yes,Yes,-,18m 37s,No,0,16m 37s,++,NA / HUTXKF
12/07/2020 at 12:57:20 am EST,Crewmate,Win,7,Yes,No,-,16m 57s,No,1,10m 04s,++,NA / HUTXKF
12/07/2020 at 12:37:55 am EST,Crewmate,Win,7,Yes,No,-,26m 40s,No,0,09m 19s,++,NA / HUTXKF
12/07/2020 at 12:09:01 am EST,Crewmate,Loss,7,Yes,Yes,-,25m 56s,No,0,09m 45s,--,NA / HUTXKF
12/06/2020 at 11:41:11 pm EST,Crewmate,Loss,6,No,No,-,12m 51s,No,0,-,---,NA / HUTXKF
12/06/2020 at 11:26:34 pm EST,Crewmate,Loss,7,Yes,Yes,-,08m 26s,No,0,04m 30s,--,NA / HUTXKF
12/06/2020 at 11:15:16 pm EST,Crewmate,Loss,7,Yes,Yes,-,13m 23s,No,0,09m 30s,--,NA / HUTXKF
12/06/2020 at 11:00:55 pm EST,Crewmate,Win,7,Yes,No,-,19m 24s,No,0,13m 08s,++,NA / HUTXKF
12/06/2020 at 10:40:48 pm EST,Crewmate,Win,1,No,No,-,02m 07s,No,0,-,N/A,NA / HUTXKF
12/06/2020 at 10:36:13 pm EST,Crewmate,Loss,6,No,No,-,19m 56s,No,1,-,---,NA / HUTXKF
12/06/2020 at 8:26:19 pm EST,Crewmate,Loss,8,Yes,Yes,-,11m 00s,No,0,08m 54s,--,Europe / DSYWJF
12/06/2020 at 8:12:37 pm EST,Crewmate,Win,8,Yes,No,-,13m 10s,No,0,09m 32s,++,Europe / DSYWJF
12/06/2020 at 7:57:00 pm EST,Crewmate,Loss,8,Yes,No,-,16m 32s,No,2,10m 48s,--,Europe / DSYWJF
12/06/2020 at 7:38:04 pm EST,Crewmate,Win,1,No,No,-,05m 13s,No,1,-,++,Europe / DSYWJF
12/06/2020 at 5:36:08 pm EST,Crewmate,Loss,4,No,Yes,-,04m 33s,No,0,04m 01s,N/A,NA / UZNYBF
12/06/2020 at 5:31:08 pm EST,Crewmate,Win,0,No,Yes,-,03m 46s,No,1,-,N/A,NA / UZNYBF
12/06/2020 at 5:25:55 pm EST,Crewmate,Loss,3,No,Yes,-,04m 20s,No,0,-,N/A,NA / COXPUF
12/06/2020 at 5:21:11 pm EST,Imposter,Loss,-,-,-,2,02m 31s,Yes,N/A,-,N/A,NA / COXPUF
12/06/2020 at 5:18:08 pm EST,Crewmate,Win,2,No,No,-,02m 40s,No,0,-,N/A,NA / COXPUF
12/06/2020 at 5:14:16 pm EST,Imposter,Win,-,-,-,3,03m 47s,No,N/A,-,N/A,NA / COXPUF
12/06/2020 at 5:09:49 pm EST,Crewmate,Win,0,No,Yes,-,02m 41s,No,1,-,N/A,NA / COXPUF
12/06/2020 at 5:03:42 pm EST,Crewmate,Win,4,No,Yes,-,04m 52s,No,0,02m 46s,N/A,NA / COXPUF
12/06/2020 at 4:34:13 pm EST,Crewmate,Win,8,Yes,No,-,21m 03s,No,1,08m 37s,++,Europe / DSYWJF
12/06/2020 at 4:12:28 pm EST,Imposter,Win,-,-,-,3,09m 12s,No,N/A,-,+++,Europe / DSYWJF
12/06/2020 at 3:59:01 pm EST,Crewmate,Win,2,No,No,-,08m 08s,No,0,-,++,Europe / DSYWJF
12/06/2020 at 3:48:05 pm EST,Crewmate,Win,8,Yes,Yes,-,12m 37s,No,0,08m 48s,++,Europe / DSYWJF
12/06/2020 at 3:30:50 pm EST,Crewmate,Loss,8,Yes,No,-,10m 39s,Yes,1,07m 39s,--,Europe / DSYWJF
12/06/2020 at 3:47:23 am EST,Crewmate,Loss,5,No,No,-,11m 09s,No,0,-,---,Europe / RUFQCF
12/06/2020 at 3:32:07 am EST,Imposter,Loss,-,-,-,2,20m 12s,No,N/A,-,-,Europe / RUFQCF
11/29/2020 at 9:11:11 pm EST,Crewmate,Loss,8,Yes,Yes,-,16m 13s,No,0,05m 26s,--,NA / MSVQUF
11/29/2020 at 8:50:39 pm EST,Imposter,Loss,-,-,-,2,17m 29s,No,N/A,-,-,NA / MSVQUF
11/29/2020 at 8:27:20 pm EST,Crewmate,Win,8,Yes,No,-,13m 31s,No,0,07m 25s,++,NA / MSVQUF
11/29/2020 at 8:12:06 pm EST,Crewmate,Loss,8,Yes,Yes,-,18m 02s,No,0,14m 28s,--,NA / MSVQUF
11/29/2020 at 7:51:54 pm EST,Imposter,Win,-,-,-,2,10m 29s,No,N/A,-,+++,NA / MSVQUF
11/29/2020 at 7:39:02 pm EST,Crewmate,Win,4,No,Yes,-,09m 28s,No,0,-,++,NA / MSVQUF
11/29/2020 at 7:28:50 pm EST,Crewmate,Win,4,No,Yes,-,05m 53s,No,0,-,++,NA / MSVQUF
11/29/2020 at 7:19:39 pm EST,Crewmate,Loss,8,Yes,No,-,18m 08s,No,0,08m 09s,--,NA / MSVQUF
11/29/2020 at 6:59:36 pm EST,Crewmate,Loss,8,Yes,No,-,08m 11s,No,0,08m 06s,--,NA / MSVQUF
11/29/2020 at 6:45:32 pm EST,Crewmate,Win,8,Yes,No,-,19m 12s,No,0,11m 25s,++,NA / MSVQUF
11/23/2020 at 8:41:10 pm EST,Crewmate,Win,7,Yes,No,-,21m 19s,No,0,05m 27s,++,NA / FOSWKF
11/23/2020 at 8:17:56 pm EST,Crewmate,Win,7,Yes,No,-,14m 32s,No,0,09m 23s,++,NA / FOSWKF
11/23/2020 at 8:02:12 pm EST,Crewmate,Loss,3,No,No,-,06m 06s,Yes,0,-,---,NA / FOSWKF
11/23/2020 at 3:30:59 pm EST,Crewmate,Win,8,Yes,No,-,09m 41s,No,0,08m 48s,++,NA / BQVAZF
11/23/2020 at 3:17:52 pm EST,Crewmate,Win,8,Yes,Yes,-,13m 01s,No,0,08m 51s,++,NA / BQVAZF
