Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/10/2020 at 6:05:37 pm EST,Crewmate,Loss,4,No,No,-,06m 15s,No,0,-,---,NA / HSDQJF
12/10/2020 at 5:55:56 pm EST,Crewmate,Win,3,No,Yes,-,08m 03s,No,0,-,++,NA / HSDQJF
12/10/2020 at 5:55:56 pm EST,Crewmate,Win,3,No,Yes,-,08m 03s,No,0,-,++,NA / HSDQJF
12/10/2020 at 5:47:00 pm EST,Crewmate,Win,1,No,Yes,-,10m 01s,No,0,-,++,NA / HSDQJF
12/10/2020 at 5:47:00 pm EST,Crewmate,Win,1,No,Yes,-,10m 01s,No,0,-,++,NA / HSDQJF
12/10/2020 at 5:36:02 pm EST,Imposter,Loss,-,-,-,2,10m 32s,Yes,N/A,-,-,NA / HSDQJF
12/10/2020 at 5:36:02 pm EST,Imposter,Loss,-,-,-,2,10m 32s,Yes,N/A,-,-,NA / HSDQJF
12/10/2020 at 5:24:36 pm EST,Crewmate,Win,1,No,No,-,02m 53s,No,0,-,N/A,NA / HSDQJF
12/10/2020 at 5:24:36 pm EST,Crewmate,Win,1,No,No,-,02m 53s,No,0,-,N/A,NA / HSDQJF
12/10/2020 at 5:18:12 pm EST,Crewmate,Loss,6,No,No,-,08m 20s,No,1,-,---,NA / MZWKGF
12/10/2020 at 5:18:12 pm EST,Crewmate,Loss,6,No,No,-,08m 20s,No,1,-,---,NA / MZWKGF
12/10/2020 at 5:06:38 pm EST,Crewmate,Win,3,No,No,-,05m 43s,No,0,-,++,NA / HMZFDF
12/10/2020 at 5:06:38 pm EST,Crewmate,Win,3,No,No,-,05m 43s,No,0,-,++,NA / HMZFDF
