Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/11/2020 at 11:57:16 pm EST,Crewmate,Win,6,Yes,No,-,08m 39s,No,0,08m 39s,++,NA / IMYXDF
12/11/2020 at 11:41:36 pm EST,Imposter,Loss,-,-,-,2,10m 11s,No,N/A,-,-,NA / NIQAJF
12/11/2020 at 11:21:29 pm EST,Crewmate,Win,4,No,No,-,14m 21s,No,1,-,++,NA / NIQAJF
12/11/2020 at 10:57:49 pm EST,Crewmate,Loss,6,No,No,-,10m 45s,No,1,-,---,NA / NIQAJF
12/11/2020 at 10:37:46 pm EST,Imposter,Loss,-,-,-,1,16m 51s,No,N/A,-,--,NA / NIQAJF
12/11/2020 at 10:00:05 pm EST,Crewmate,Loss,8,Yes,Yes,-,15m 38s,No,5,15m 37s,--,NA / SUTHZF
12/11/2020 at 9:39:57 pm EST,Crewmate,Loss,8,Yes,Yes,-,11m 22s,No,1,11m 21s,--,NA / SUTHZF
12/11/2020 at 9:26:03 pm EST,Imposter,Win,-,-,-,3,06m 00s,No,N/A,-,+++,NA / SUTHZF
12/11/2020 at 9:10:47 pm EST,Imposter,Loss,-,-,-,3,14m 02s,Yes,N/A,-,-,NA / SUTHZF
12/11/2020 at 8:55:10 pm EST,Crewmate,Win,6,No,No,-,20m 08s,No,2,-,++,NA / SUTHZF
12/11/2020 at 8:29:12 pm EST,Crewmate,Loss,4,No,Yes,-,10m 32s,No,2,-,---,NA / SUTHZF
12/11/2020 at 8:15:30 pm EST,Imposter,Loss,-,-,-,1,06m 48s,Yes,N/A,-,--,NA / SUTHZF
12/11/2020 at 8:04:36 pm EST,Imposter,Loss,-,-,-,1,06m 15s,Yes,N/A,-,--,NA / FTJEHF
12/11/2020 at 7:54:53 pm EST,Imposter,Win,-,-,-,1,00m 19s,No,N/A,-,N/A,NA / FTJEHF
12/11/2020 at 7:51:10 pm EST,Crewmate,Loss,3,No,No,-,03m 28s,No,2,-,N/A,NA / FTJEHF
12/11/2020 at 7:43:00 pm EST,Crewmate,Loss,1,No,No,-,03m 21s,No,1,-,N/A,NA / ZEMUYQ
12/11/2020 at 7:39:05 pm EST,Crewmate,Win,4,No,Yes,-,06m 53s,No,0,-,++,NA / ZEMUYQ
12/10/2020 at 10:40:12 pm EST,Crewmate,Win,8,Yes,No,-,17m 52s,No,1,17m 51s,++,NA / EXNBGF
12/10/2020 at 10:16:23 pm EST,Imposter,Loss,-,-,-,1,03m 04s,No,N/A,-,N/A,NA / OFUQVF
12/10/2020 at 10:08:58 pm EST,Crewmate,Win,8,Yes,No,-,07m 35s,No,1,05m 49s,++,NA / OFUQVF
12/10/2020 at 9:59:31 pm EST,Crewmate,Win,6,No,Yes,-,10m 12s,No,1,-,++,NA / OFUQVF
12/10/2020 at 9:34:41 pm EST,Crewmate,Win,7,No,No,-,16m 59s,No,1,-,++,NA / ZRMIOF
12/10/2020 at 9:11:03 pm EST,Crewmate,Win,9,Yes,Yes,-,15m 24s,No,1,11m 41s,++,NA / ZRMIOF
12/10/2020 at 8:53:03 pm EST,Crewmate,Win,2,No,No,-,16m 14s,No,1,-,++,NA / ZRMIOF
12/10/2020 at 8:33:28 pm EST,Imposter,Win,-,-,-,3,10m 17s,No,N/A,-,+++,NA / ZRMIOF
12/10/2020 at 8:16:12 pm EST,Crewmate,Loss,9,Yes,Yes,-,11m 48s,No,0,11m 14s,--,NA / ZRMIOF
12/10/2020 at 7:58:20 pm EST,Crewmate,Win,9,Yes,Yes,-,14m 47s,No,0,11m 37s,++,NA / ZRMIOF
12/10/2020 at 5:52:32 pm EST,Crewmate,Loss,5,No,Yes,-,13m 12s,No,0,-,---,NA / ZRMIOF
12/10/2020 at 5:34:36 pm EST,Crewmate,Win,6,No,No,-,13m 23s,No,1,-,++,NA / ZRMIOF
12/10/2020 at 5:16:09 pm EST,Crewmate,Win,4,No,Yes,-,09m 57s,No,0,-,++,NA / ZRMIOF
12/10/2020 at 5:00:39 pm EST,Crewmate,Win,4,No,Yes,-,13m 03s,No,1,-,++,NA / ZRMIOF
12/10/2020 at 3:23:37 pm EST,Crewmate,Loss,3,No,Yes,-,10m 14s,No,0,-,---,NA / RMSVDF
12/10/2020 at 3:10:48 pm EST,Imposter,Loss,-,-,-,1,07m 27s,Yes,N/A,-,--,NA / RMSVDF
12/10/2020 at 2:59:54 pm EST,Crewmate,Loss,7,Yes,No,-,09m 01s,No,0,05m 05s,--,NA / RMSVDF
12/10/2020 at 2:48:33 pm EST,Crewmate,Win,1,No,No,-,10m 28s,No,1,-,++,NA / RMSVDF
12/10/2020 at 2:36:35 pm EST,Imposter,Loss,-,-,-,2,07m 01s,Yes,N/A,-,-,NA / RMSVDF
12/10/2020 at 9:25:09 am EST,Crewmate,Loss,0,No,Yes,-,04m 06s,No,0,-,N/A,NA / JACTIF
12/10/2020 at 2:38:23 am EST,Crewmate,Loss,8,Yes,Yes,-,13m 42s,No,1,13m 42s,--,NA / OJFIGF
12/10/2020 at 2:17:04 am EST,Crewmate,Loss,8,Yes,No,-,11m 50s,No,1,11m 49s,--,NA / OJFIGF
12/10/2020 at 1:57:22 am EST,Crewmate,Loss,8,Yes,No,-,07m 53s,No,0,07m 53s,--,NA / OJFIGF
12/10/2020 at 1:42:44 am EST,Crewmate,Loss,8,Yes,Yes,-,16m 00s,No,0,06m 58s,--,NA / OJFIGF
12/10/2020 at 1:21:29 am EST,Imposter,Loss,-,-,-,1,13m 42s,Yes,N/A,-,--,NA / OJFIGF
12/10/2020 at 12:59:05 am EST,Crewmate,Loss,8,Yes,Yes,-,17m 11s,No,0,12m 22s,--,NA / OJFIGF
12/10/2020 at 12:35:42 am EST,Crewmate,Loss,8,Yes,No,-,15m 52s,No,1,11m 46s,--,NA / OJFIGF
12/10/2020 at 12:17:03 am EST,Crewmate,Loss,6,No,No,-,10m 15s,No,0,-,---,NA / OJFIGF
12/09/2020 at 11:59:56 pm EST,Crewmate,Loss,4,No,No,-,08m 39s,No,0,-,---,NA / OJFIGF
12/09/2020 at 11:48:57 pm EST,Crewmate,Loss,6,No,No,-,11m 05s,No,1,-,---,NA / OJFIGF
12/09/2020 at 11:34:12 pm EST,Crewmate,Loss,1,No,No,-,09m 24s,No,1,-,---,NA / OJFIGF
12/09/2020 at 11:20:02 pm EST,Crewmate,Loss,8,Yes,No,-,10m 45s,No,1,10m 45s,--,NA / IEOKVF
12/09/2020 at 11:05:40 pm EST,Crewmate,Loss,8,Yes,Yes,-,18m 56s,No,0,13m 26s,--,NA / IEOKVF
11/20/2020 at 11:18:33 pm EST,Crewmate,Loss,3,No,No,-,07m 37s,No,1,-,---,NA / THCKMF
11/20/2020 at 11:09:11 pm EST,Crewmate,Win,7,Yes,No,-,08m 19s,No,1,07m 54s,++,NA / THCKMF
11/20/2020 at 10:59:15 pm EST,Imposter,Loss,-,-,-,1,05m 02s,Yes,N/A,-,--,NA / THCKMF
11/20/2020 at 10:48:52 pm EST,Crewmate,Win,7,Yes,Yes,-,05m 46s,No,0,04m 44s,++,NA / THCKMF
11/20/2020 at 10:38:40 pm EST,Crewmate,Loss,5,No,No,-,14m 01s,No,2,-,---,NA / THCKMF
11/20/2020 at 10:22:43 pm EST,Crewmate,Win,6,No,Yes,-,06m 36s,No,0,-,++,NA / OXCPGF
11/20/2020 at 10:14:38 pm EST,Imposter,Loss,-,-,-,2,07m 56s,Yes,N/A,-,-,NA / OXCPGF
11/20/2020 at 10:06:17 pm EST,Imposter,Win,-,-,-,4,10m 18s,No,N/A,-,+++,NA / OXCPGF
11/20/2020 at 9:55:31 pm EST,Crewmate,Win,6,No,No,-,14m 56s,No,0,-,++,NA / OXCPGF
11/20/2020 at 9:34:27 pm EST,Crewmate,Win,1,No,No,-,03m 34s,No,0,-,N/A,NA / USGLIF
11/20/2020 at 9:29:41 pm EST,Imposter,Loss,-,-,-,0,09m 32s,Yes,N/A,-,--,NA / USGLIF
