Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/06/2020 at 4:02:47 pm EST,Imposter,Win,-,-,-,3,09m 15s,No,N/A,-,+++,NA / YNVBHF
12/06/2020 at 2:54:28 pm EST,Imposter,Loss,-,-,-,1,09m 33s,Yes,N/A,-,--,NA / DCXAGF
12/06/2020 at 2:43:41 pm EST,Imposter,Win,-,-,-,1,05m 05s,No,N/A,-,+++,NA / DCXAGF
12/06/2020 at 2:37:10 pm EST,Crewmate,Win,7,Yes,No,-,14m 32s,No,2,09m 18s,++,NA / RZCSIF
12/05/2020 at 8:44:11 pm EST,Crewmate,Loss,6,No,No,-,07m 10s,No,1,-,---,NA / JRPINF
12/05/2020 at 8:35:09 pm EST,Imposter,Loss,-,-,-,0,06m 39s,No,N/A,-,--,NA / JXVBHF
12/05/2020 at 8:22:46 pm EST,Crewmate,Loss,9,Yes,Yes,-,13m 02s,No,1,09m 15s,--,NA / DJWFUF
12/05/2020 at 8:08:25 pm EST,Crewmate,Win,9,Yes,Yes,-,13m 20s,No,0,07m 45s,++,NA / DJWFUF
12/05/2020 at 7:53:56 pm EST,Crewmate,Win,9,Yes,No,-,14m 26s,No,0,11m 27s,++,NA / DJWFUF
12/05/2020 at 7:37:20 pm EST,Crewmate,Loss,3,No,Yes,-,07m 44s,No,0,-,---,NA / DJWFUF
12/05/2020 at 7:25:45 pm EST,Crewmate,Loss,9,Yes,Yes,-,16m 50s,No,0,08m 33s,--,NA / DJWFUF
12/05/2020 at 6:46:12 pm EST,Crewmate,Loss,2,No,No,-,06m 18s,No,0,-,---,NA / LGIZNF
12/05/2020 at 6:38:30 pm EST,Crewmate,Loss,7,Yes,Yes,-,08m 47s,No,0,05m 56s,--,NA / LGIZNF
12/05/2020 at 4:40:06 am EST,Crewmate,Win,6,No,No,-,08m 00s,No,2,-,++,NA / UMOJNF
12/05/2020 at 4:31:02 am EST,Crewmate,Win,8,Yes,No,-,16m 05s,No,0,07m 23s,++,NA / UMOJNF
12/05/2020 at 4:12:06 am EST,Crewmate,Win,7,No,No,-,10m 31s,No,0,-,++,NA / UMOJNF
12/05/2020 at 4:00:37 am EST,Crewmate,Loss,8,Yes,Yes,-,16m 53s,No,0,06m 53s,--,NA / UMOJNF
12/05/2020 at 3:36:37 am EST,Crewmate,Loss,7,Yes,No,-,13m 03s,No,0,06m 48s,--,NA / TFJLKF
12/05/2020 at 3:22:03 am EST,Crewmate,Win,7,Yes,Yes,-,14m 03s,No,0,11m 44s,++,NA / TFJLKF
12/05/2020 at 3:04:36 am EST,Crewmate,Win,7,Yes,No,-,19m 17s,No,2,04m 44s,++,NA / TFJLKF
12/04/2020 at 9:05:41 pm EST,Crewmate,Loss,5,No,Yes,-,08m 30s,No,0,-,---,NA / TQISBF
12/04/2020 at 8:52:25 pm EST,Crewmate,Win,7,No,No,-,10m 02s,No,0,-,++,NA / TQISBF
12/04/2020 at 8:41:34 pm EST,Crewmate,Win,8,Yes,No,-,15m 29s,No,1,10m 54s,++,NA / TQISBF
12/04/2020 at 8:12:35 pm EST,Crewmate,Win,4,No,No,-,10m 46s,No,0,-,++,NA / PYKXMF
12/04/2020 at 8:00:23 pm EST,Crewmate,Loss,2,No,Yes,-,11m 28s,No,0,-,---,NA / PYKXMF
12/04/2020 at 7:44:11 pm EST,Crewmate,Loss,6,No,No,-,18m 51s,No,2,-,---,NA / JRBFNF
12/04/2020 at 7:22:32 pm EST,Crewmate,Loss,3,No,Yes,-,05m 50s,No,1,-,---,NA / UDQYIF
12/04/2020 at 5:30:21 pm EST,Imposter,Loss,-,-,-,2,16m 35s,No,N/A,-,-,NA / PYKXMF
12/04/2020 at 5:11:45 pm EST,Crewmate,Loss,4,No,Yes,-,14m 15s,No,0,-,---,NA / PYKXMF
12/04/2020 at 4:56:10 pm EST,Imposter,Loss,-,-,-,2,12m 48s,No,N/A,-,-,NA / PYKXMF
12/04/2020 at 4:22:36 pm EST,Crewmate,Win,7,Yes,No,-,10m 08s,No,0,05m 52s,++,NA / ZPQJJF
12/04/2020 at 3:43:11 am EST,Crewmate,Win,6,No,No,-,08m 21s,No,1,-,++,NA / IFSTGF
12/04/2020 at 3:32:49 am EST,Crewmate,Loss,8,Yes,Yes,-,11m 03s,No,2,08m 34s,--,NA / IFSTGF
12/04/2020 at 3:18:16 am EST,Crewmate,Win,7,Yes,Yes,-,10m 38s,No,0,05m 39s,++,NA / UUHBNF
12/04/2020 at 3:04:39 am EST,Crewmate,Loss,6,No,No,-,09m 13s,No,0,-,---,NA / UUHBNF
12/03/2020 at 9:39:34 pm EST,Crewmate,Loss,8,Yes,No,-,14m 24s,No,2,08m 45s,--,NA / OEZKIF
12/03/2020 at 9:24:20 pm EST,Crewmate,Win,7,Yes,No,-,13m 24s,No,1,08m 11s,++,NA / OEZKIF
12/03/2020 at 9:09:45 pm EST,Crewmate,Win,1,No,No,-,06m 53s,Yes,0,-,++,NA / OEZKIF
12/03/2020 at 8:54:06 pm EST,Crewmate,Win,8,Yes,No,-,26m 40s,No,4,14m 51s,++,NA / OYBICF
12/03/2020 at 8:25:53 pm EST,Crewmate,Win,8,Yes,No,-,18m 25s,Yes,0,12m 23s,++,NA / OYBICF
12/03/2020 at 8:06:56 pm EST,Crewmate,Loss,8,Yes,Yes,-,15m 55s,No,0,12m 19s,--,NA / OYBICF
12/03/2020 at 7:48:17 pm EST,Crewmate,Loss,4,No,Yes,-,09m 18s,No,1,-,---,NA / OYBICF
12/03/2020 at 7:31:25 pm EST,Crewmate,Win,5,Yes,Yes,-,05m 03s,No,0,04m 23s,++,NA / VNPIUF
12/03/2020 at 1:17:44 am EST,Imposter,Loss,-,-,-,0,09m 15s,No,N/A,-,--,NA / SRWHUF
12/03/2020 at 1:07:17 am EST,Crewmate,Win,3,No,Yes,-,03m 19s,No,0,-,N/A,NA / SRWHUF
12/03/2020 at 1:00:27 am EST,Crewmate,Loss,6,No,Yes,-,06m 05s,No,0,-,---,NA / KDDNNF
12/03/2020 at 12:30:26 am EST,Crewmate,Loss,0,No,No,-,05m 06s,No,0,-,N/A,NA / BMMJHF
12/02/2020 at 7:27:59 pm EST,Crewmate,Loss,0,No,No,-,00m 18s,No,0,-,N/A,NA / UBXJNF
12/02/2020 at 7:25:22 pm EST,Imposter,Win,-,-,-,2,07m 43s,No,N/A,-,+++,NA / UBXJNF
12/02/2020 at 7:17:08 pm EST,Crewmate,Win,5,No,No,-,04m 52s,No,0,-,N/A,NA / UBXJNF
12/02/2020 at 1:59:59 am EST,Crewmate,Win,8,Yes,Yes,-,11m 19s,No,0,05m 39s,++,NA / XTKBJF
12/02/2020 at 1:44:17 am EST,Crewmate,Loss,2,No,Yes,-,05m 00s,No,0,-,---,NA / CIHHNF
12/02/2020 at 1:38:30 am EST,Crewmate,Loss,8,Yes,No,-,11m 19s,No,1,07m 40s,--,NA / CIHHNF
12/02/2020 at 1:21:58 am EST,Crewmate,Win,2,No,Yes,-,05m 59s,No,1,-,++,NA / LPGKOF
12/02/2020 at 12:50:54 am EST,Crewmate,Win,1,No,No,-,04m 28s,No,1,-,N/A,NA / UPSRFF
12/02/2020 at 12:45:26 am EST,Crewmate,Loss,7,No,Yes,-,02m 57s,No,0,-,N/A,NA / TAPDDF
12/02/2020 at 12:41:48 am EST,Imposter,Win,-,-,-,8,03m 14s,No,N/A,-,N/A,NA / TAPDDF
12/02/2020 at 12:30:05 am EST,Imposter,Win,-,-,-,2,08m 57s,No,N/A,-,+++,NA / EMSSUF
12/01/2020 at 10:37:18 pm EST,Imposter,Win,-,-,-,1,09m 06s,No,N/A,-,+++,NA / ARTYZF
12/01/2020 at 10:22:54 pm EST,Imposter,Loss,-,-,-,0,18m 20s,No,N/A,-,--,NA / DGBXDF
12/01/2020 at 10:02:16 pm EST,Crewmate,Loss,4,No,Yes,-,04m 51s,No,0,-,N/A,NA / DGBXDF
12/01/2020 at 9:54:26 pm EST,Imposter,Win,-,-,-,2,05m 50s,No,N/A,-,+++,NA / DGBXDF
12/01/2020 at 9:48:21 pm EST,Imposter,Loss,-,-,-,2,05m 58s,Yes,N/A,-,-,NA / DGBXDF
12/01/2020 at 8:04:46 pm EST,Crewmate,Loss,4,No,Yes,-,05m 51s,No,1,-,---,NA / YBWFVF
12/01/2020 at 7:51:30 pm EST,Crewmate,Win,8,Yes,No,-,14m 10s,No,0,11m 16s,++,NA / YBWFVF
12/01/2020 at 7:33:10 pm EST,Crewmate,Loss,7,No,Yes,-,09m 50s,No,3,-,---,NA / GOBKUF
11/30/2020 at 8:28:21 pm EST,Crewmate,Loss,9,Yes,Yes,-,11m 11s,No,0,10m 30s,--,NA / XRNUJF
11/30/2020 at 8:16:14 pm EST,Crewmate,Win,9,Yes,No,-,11m 09s,No,2,04m 20s,++,NA / XRNUJF
11/30/2020 at 8:04:06 pm EST,Crewmate,Win,8,No,No,-,11m 51s,No,1,-,++,NA / XRNUJF
11/30/2020 at 7:46:29 pm EST,Crewmate,Loss,6,No,Yes,-,07m 50s,No,1,-,---,NA / XRNUJF
11/30/2020 at 5:00:20 am EST,Crewmate,Loss,7,Yes,Yes,-,12m 54s,No,2,12m 10s,--,NA / QZNNIF
11/30/2020 at 4:45:39 am EST,Crewmate,Win,7,Yes,No,-,06m 39s,No,2,02m 50s,++,NA / QZNNIF
11/30/2020 at 4:31:33 am EST,Crewmate,Loss,7,Yes,Yes,-,20m 20s,No,2,05m 11s,--,NA / LBVIVF
11/30/2020 at 4:08:23 am EST,Crewmate,Loss,2,No,No,-,04m 30s,No,0,-,N/A,NA / LBVIVF
11/30/2020 at 3:55:21 am EST,Crewmate,Loss,4,No,Yes,-,03m 48s,No,0,-,N/A,NA / EMEYMF
11/30/2020 at 3:47:24 am EST,Crewmate,Win,1,No,No,-,13m 39s,No,2,-,++,NA / DJRQJF
11/30/2020 at 3:30:49 am EST,Crewmate,Loss,8,Yes,Yes,-,12m 37s,No,0,08m 39s,--,NA / DJRQJF
