Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/05/2020 at 1:57:32 pm EST,Crewmate,Win,7,Yes,Yes,-,18m 01s,No,0,14m 32s,++,Europe / PRAHIF
12/05/2020 at 1:35:25 pm EST,Crewmate,Win,7,Yes,No,-,19m 07s,No,1,14m 15s,++,Europe / PRAHIF
12/05/2020 at 1:14:05 pm EST,Imposter,Loss,-,-,-,2,14m 50s,No,N/A,-,-,Europe / PRAHIF
12/05/2020 at 12:56:26 pm EST,Crewmate,Win,2,No,Yes,-,20m 11s,No,0,-,++,Europe / PRAHIF
12/05/2020 at 12:32:25 pm EST,Crewmate,Win,7,Yes,Yes,-,22m 31s,No,1,17m 13s,++,Europe / PRAHIF
12/05/2020 at 12:08:07 pm EST,Crewmate,Loss,2,No,Yes,-,10m 14s,No,1,-,---,Europe / PRAHIF
12/05/2020 at 11:56:24 am EST,Crewmate,Win,5,No,Yes,-,10m 46s,No,0,-,++,Europe / PRAHIF
12/05/2020 at 11:40:47 am EST,Crewmate,Win,7,Yes,No,-,15m 57s,No,0,15m 55s,++,Europe / PRAHIF
12/05/2020 at 11:15:48 am EST,Crewmate,Loss,7,Yes,No,-,10m 56s,No,0,10m 51s,--,Europe / PRAHIF
12/05/2020 at 11:03:46 am EST,Imposter,Loss,-,-,-,3,12m 30s,No,N/A,-,-,Europe / PRAHIF
12/05/2020 at 10:49:25 am EST,Imposter,Loss,-,-,-,2,11m 36s,No,N/A,-,-,Europe / PRAHIF
12/05/2020 at 10:35:23 am EST,Crewmate,Win,7,Yes,Yes,-,18m 27s,No,0,12m 50s,++,Europe / PRAHIF
12/05/2020 at 10:15:54 am EST,Crewmate,Win,7,Yes,Yes,-,12m 28s,No,0,06m 01s,++,Europe / PRAHIF
12/05/2020 at 9:59:47 am EST,Crewmate,Loss,3,No,Yes,-,06m 17s,No,0,03m 37s,--,Europe / PRAHIF
12/05/2020 at 9:25:59 am EST,Crewmate,Loss,3,No,No,-,10m 37s,No,0,-,---,NA / CGXSUF
12/05/2020 at 9:11:48 am EST,Imposter,Loss,-,-,-,1,11m 09s,No,N/A,-,--,NA / CGXSUF
12/05/2020 at 8:56:35 am EST,Imposter,Win,-,-,-,1,15m 47s,No,N/A,-,+++,NA / CGXSUF
12/05/2020 at 8:38:16 am EST,Crewmate,Loss,5,No,Yes,-,07m 34s,No,0,-,---,NA / CGXSUF
12/05/2020 at 8:27:44 am EST,Crewmate,Loss,0,No,Yes,-,03m 29s,No,0,-,N/A,NA / CGXSUF
12/05/2020 at 8:22:52 am EST,Crewmate,Win,3,No,No,-,06m 22s,No,0,-,++,NA / CGXSUF
12/05/2020 at 8:13:57 am EST,Crewmate,Win,8,Yes,Yes,-,14m 33s,No,0,06m 24s,++,NA / CGXSUF
12/05/2020 at 12:00:32 am EST,Imposter,Win,-,-,-,2,14m 57s,No,N/A,-,+++,Europe / QFGWWQ
12/04/2020 at 11:43:00 pm EST,Crewmate,Loss,2,No,Yes,-,09m 24s,No,0,-,---,Europe / QFGWWQ
12/04/2020 at 11:29:16 pm EST,Crewmate,Loss,2,No,Yes,-,09m 08s,No,0,-,---,Europe / QFGWWQ
12/04/2020 at 11:10:18 pm EST,Imposter,Loss,-,-,-,4,14m 53s,No,N/A,-,-,Europe / QFGWWQ
12/04/2020 at 10:54:11 pm EST,Imposter,Win,-,-,-,4,10m 43s,No,N/A,-,+++,Europe / QFGWWQ
12/04/2020 at 10:36:46 pm EST,Crewmate,Win,0,No,No,-,02m 00s,No,0,-,N/A,Europe / HYOEZF
12/04/2020 at 10:32:24 pm EST,Crewmate,Win,1,No,No,-,00m 43s,No,0,-,N/A,Europe / HYOEZF
12/04/2020 at 10:15:06 pm EST,Crewmate,Loss,2,No,Yes,-,05m 15s,No,0,-,---,Europe / NMXCKF
12/04/2020 at 10:04:51 pm EST,Imposter,Win,-,-,-,2,07m 16s,No,N/A,-,+++,Europe / NMXCKF
12/04/2020 at 9:30:00 pm EST,Crewmate,Win,8,Yes,No,-,29m 00s,No,0,14m 07s,++,Europe / DJDIUF
12/04/2020 at 8:29:38 pm EST,Imposter,Win,-,-,-,2,08m 33s,No,N/A,-,+++,Europe / DJDIUF
12/04/2020 at 8:17:39 pm EST,Crewmate,Loss,3,No,No,-,11m 47s,No,1,-,---,Europe / DJDIUF
12/04/2020 at 8:03:25 pm EST,Crewmate,Loss,6,No,Yes,-,11m 46s,No,0,-,---,Europe / DJDIUF
12/04/2020 at 7:44:36 pm EST,Crewmate,Loss,8,Yes,Yes,-,16m 27s,No,0,09m 17s,--,Europe / DJDIUF
12/04/2020 at 7:21:36 pm EST,Imposter,Win,-,-,-,2,11m 05s,No,N/A,-,+++,Europe / DJDIUF
12/04/2020 at 7:09:52 pm EST,Crewmate,Loss,8,Yes,No,-,17m 43s,No,0,14m 18s,--,Europe / DJDIUF
12/04/2020 at 6:48:36 pm EST,Crewmate,Win,2,No,Yes,-,06m 51s,No,0,-,++,Europe / DJDIUF
12/04/2020 at 5:55:08 pm EST,Imposter,Loss,-,-,-,3,09m 05s,No,N/A,-,-,Europe / HBCDWQ
12/04/2020 at 5:44:23 pm EST,Crewmate,Win,7,Yes,No,-,18m 17s,No,0,13m 54s,++,Europe / HBCDWQ
12/04/2020 at 5:23:43 pm EST,Crewmate,Loss,7,Yes,Yes,-,19m 35s,No,1,14m 29s,--,Europe / HBCDWQ
12/01/2020 at 12:23:35 am EST,Crewmate,Win,0,No,No,-,10m 20s,No,2,-,N/A,NA / FOISUF
12/01/2020 at 12:11:25 am EST,Crewmate,Win,7,Yes,No,-,14m 32s,No,0,08m 06s,++,NA / FOISUF
11/30/2020 at 11:16:32 pm EST,Crewmate,Win,8,Yes,Yes,-,22m 54s,No,0,15m 24s,++,NA / DOQJHF
11/30/2020 at 10:49:55 pm EST,Crewmate,Loss,8,Yes,Yes,-,23m 08s,No,1,13m 39s,--,NA / DOQJHF
11/30/2020 at 10:25:34 pm EST,Crewmate,Loss,8,Yes,No,-,15m 36s,No,2,09m 14s,--,NA / DOQJHF
11/30/2020 at 7:23:04 pm EST,Imposter,Win,-,-,-,2,11m 03s,No,N/A,-,+++,NA / OXOEFF
11/30/2020 at 6:41:25 pm EST,Crewmate,Loss,3,No,Yes,-,08m 28s,No,0,-,---,NA / JBBBJF
11/30/2020 at 6:30:09 pm EST,Crewmate,Loss,3,No,Yes,-,02m 25s,No,0,-,N/A,NA / JBXRZF
11/30/2020 at 6:24:45 pm EST,Crewmate,Loss,2,No,Yes,-,01m 58s,No,0,-,N/A,NA / ZOMMBF
11/29/2020 at 10:33:45 pm EST,Crewmate,Win,1,No,Yes,-,06m 03s,No,0,-,++,NA / YJBICF
11/29/2020 at 10:24:00 pm EST,Crewmate,Loss,2,No,Yes,-,03m 57s,No,0,-,N/A,NA / MXPBNF
11/29/2020 at 10:18:22 pm EST,Crewmate,Win,7,Yes,Yes,-,09m 51s,No,0,08m 23s,++,NA / MXPBNF
11/29/2020 at 10:07:32 pm EST,Crewmate,Win,5,No,No,-,15m 09s,No,0,-,++,NA / MXPBNF
11/29/2020 at 9:51:46 pm EST,Imposter,Loss,-,-,-,3,15m 41s,No,N/A,-,-,NA / MXPBNF
11/29/2020 at 9:34:51 pm EST,Crewmate,Loss,5,No,Yes,-,09m 31s,No,0,-,---,NA / MXPBNF
11/29/2020 at 9:22:58 pm EST,Crewmate,Win,7,Yes,Yes,-,10m 18s,No,0,04m 04s,++,NA / NZCJFF
11/29/2020 at 9:11:05 pm EST,Crewmate,Win,3,No,No,-,04m 14s,No,1,-,N/A,NA / NZCJFF
11/29/2020 at 8:50:38 pm EST,Imposter,Loss,-,-,-,3,17m 29s,No,N/A,-,-,NA / MSVQUF
11/29/2020 at 8:27:20 pm EST,Crewmate,Win,8,Yes,Yes,-,13m 31s,No,0,07m 09s,++,NA / MSVQUF
11/29/2020 at 8:12:06 pm EST,Crewmate,Loss,8,Yes,No,-,18m 02s,No,0,17m 52s,--,NA / MSVQUF
11/29/2020 at 7:51:56 pm EST,Crewmate,Loss,6,No,Yes,-,10m 31s,No,0,-,---,NA / MSVQUF
11/29/2020 at 7:39:03 pm EST,Crewmate,Win,2,No,No,-,09m 28s,No,0,-,++,NA / MSVQUF
11/29/2020 at 7:28:50 pm EST,Imposter,Loss,-,-,-,2,05m 53s,No,N/A,-,-,NA / MSVQUF
11/29/2020 at 7:19:39 pm EST,Crewmate,Loss,8,Yes,No,-,18m 07s,No,0,11m 31s,--,NA / MSVQUF
11/29/2020 at 6:59:36 pm EST,Crewmate,Loss,6,No,No,-,08m 11s,No,1,-,---,NA / MSVQUF
11/29/2020 at 6:45:32 pm EST,Crewmate,Win,8,Yes,Yes,-,19m 12s,No,0,15m 17s,++,NA / MSVQUF
11/29/2020 at 6:25:11 pm EST,Crewmate,Loss,3,No,Yes,-,08m 15s,No,0,-,---,NA / MSVQUF
11/29/2020 at 6:11:17 pm EST,Crewmate,Loss,8,Yes,Yes,-,11m 32s,No,0,05m 56s,--,NA / MSVQUF
11/29/2020 at 5:54:24 pm EST,Crewmate,Win,4,No,Yes,-,15m 03s,No,0,-,++,NA / MSVQUF
11/29/2020 at 5:38:52 pm EST,Crewmate,Loss,8,Yes,Yes,-,19m 15s,No,1,12m 35s,--,NA / MSVQUF
11/29/2020 at 5:14:14 pm EST,Crewmate,Win,8,Yes,Yes,-,20m 58s,No,1,19m 32s,++,Europe / PEWSHF
11/29/2020 at 4:51:32 pm EST,Imposter,Loss,-,-,-,3,16m 16s,Yes,N/A,-,-,Europe / PEWSHF
11/29/2020 at 4:34:34 pm EST,Imposter,Win,-,-,-,3,12m 24s,No,N/A,-,+++,Europe / PEWSHF
11/29/2020 at 4:21:15 pm EST,Imposter,Loss,-,-,-,5,16m 34s,Yes,N/A,-,-,Europe / PEWSHF
11/29/2020 at 3:52:43 pm EST,Crewmate,Loss,7,No,No,-,14m 34s,No,1,-,---,Europe / NZXBDF
11/29/2020 at 3:35:37 pm EST,Crewmate,Win,8,Yes,Yes,-,15m 53s,No,0,15m 34s,++,Europe / NZXBDF
11/29/2020 at 3:15:46 pm EST,Crewmate,Win,6,No,No,-,11m 07s,No,1,-,++,Europe / NZXBDF
11/29/2020 at 3:01:09 pm EST,Crewmate,Loss,7,No,Yes,-,07m 45s,No,0,-,---,Europe / NZXBDF
11/29/2020 at 2:49:48 pm EST,Crewmate,Loss,1,No,No,-,06m 33s,No,0,-,---,Europe / NZXBDF
11/29/2020 at 2:42:36 pm EST,Crewmate,Loss,7,Yes,No,-,12m 44s,No,2,12m 36s,--,Europe / NZXBDF
11/29/2020 at 2:26:23 pm EST,Crewmate,Loss,7,Yes,Yes,-,11m 12s,No,0,10m 59s,--,Europe / NZXBDF
11/28/2020 at 4:42:25 pm EST,Crewmate,Loss,3,No,Yes,-,07m 43s,No,0,-,---,Europe / XSYLFF
11/28/2020 at 4:30:31 pm EST,Crewmate,Win,6,Yes,No,-,09m 03s,No,1,08m 53s,++,Europe / XSYLFF
11/28/2020 at 3:02:03 pm EST,Crewmate,Loss,6,No,No,-,14m 04s,No,0,-,---,Europe / DJCWJF
