Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/21/2020 at 12:20:01 pm EST,Crewmate,Loss,5,No,Yes,-,04m 57s,No,0,-,N/A,Europe / BOBWIF
12/21/2020 at 12:06:41 pm EST,Imposter,Loss,-,-,-,2,15m 39s,No,N/A,-,-,Europe / BOBWIF
12/21/2020 at 11:48:45 am EST,Crewmate,Win,7,Yes,No,-,09m 00s,No,3,08m 27s,++,Europe / BOBWIF
12/20/2020 at 5:05:49 pm EST,Imposter,Win,-,-,-,1,07m 25s,No,N/A,-,+++,NA / BXPKNF
12/20/2020 at 4:53:52 pm EST,Crewmate,Loss,7,Yes,Yes,-,07m 31s,No,0,07m 13s,--,NA / BXPKNF
12/19/2020 at 5:55:58 pm EST,Crewmate,Loss,5,No,No,-,10m 29s,No,1,-,---,Europe / QZBNZF
12/19/2020 at 5:44:14 pm EST,Crewmate,Loss,1,No,No,-,02m 44s,No,0,-,N/A,Europe / QZBNZF
12/19/2020 at 5:34:40 pm EST,Crewmate,Win,7,Yes,Yes,-,20m 59s,No,1,07m 45s,++,Europe / QZBNZF
12/19/2020 at 5:13:06 pm EST,Crewmate,Loss,2,No,No,-,04m 38s,No,0,-,N/A,Europe / QZBNZF
12/19/2020 at 5:00:10 pm EST,Imposter,Loss,-,-,-,2,18m 26s,No,N/A,-,-,Europe / QZBNZF
12/19/2020 at 4:39:53 pm EST,Crewmate,Loss,5,No,No,-,14m 30s,No,0,-,---,Europe / QZBNZF
12/19/2020 at 4:24:18 pm EST,Crewmate,Win,7,Yes,Yes,-,16m 16s,No,0,13m 00s,++,Europe / QZBNZF
12/19/2020 at 4:07:24 pm EST,Crewmate,Win,4,No,No,-,05m 04s,No,0,-,++,Europe / QZBNZF
12/19/2020 at 3:59:45 pm EST,Crewmate,Win,2,No,No,-,05m 59s,No,0,-,++,Europe / QZBNZF
12/19/2020 at 3:51:12 pm EST,Crewmate,Win,7,Yes,No,-,09m 25s,No,0,09m 24s,++,Europe / FCMXRQ
12/11/2020 at 5:24:31 pm EST,Imposter,Win,-,-,-,2,00m 50s,No,N/A,-,N/A,Europe / EVPUMF
12/11/2020 at 5:22:11 pm EST,Crewmate,Win,3,No,No,-,04m 41s,No,0,-,N/A,Europe / EVPUMF
12/11/2020 at 5:16:34 pm EST,Crewmate,Loss,4,No,Yes,-,05m 14s,No,0,-,---,Europe / EVPUMF
12/11/2020 at 5:10:11 pm EST,Crewmate,Win,5,Yes,No,-,10m 34s,No,0,04m 56s,++,Europe / EVPUMF
12/11/2020 at 4:57:40 pm EST,Crewmate,Win,5,No,Yes,-,06m 11s,No,0,-,++,Europe / EVPUMF
12/05/2020 at 5:36:07 pm EST,Crewmate,Win,8,Yes,No,-,09m 48s,No,0,06m 47s,++,NA / BODLCF
12/05/2020 at 5:21:09 pm EST,Crewmate,Win,3,No,No,-,10m 41s,No,0,-,++,NA / BODLCF
12/05/2020 at 5:04:30 pm EST,Crewmate,Win,7,No,No,-,09m 46s,No,0,-,++,NA / BODLCF
12/05/2020 at 4:46:53 pm EST,Crewmate,Win,8,Yes,No,-,21m 39s,No,1,10m 52s,++,NA / BODLCF
12/05/2020 at 4:22:17 pm EST,Crewmate,Win,5,No,No,-,14m 17s,No,2,-,++,NA / BODLCF
12/05/2020 at 4:00:22 pm EST,Crewmate,Loss,5,No,Yes,-,11m 35s,No,1,-,---,NA / BODLCF
12/05/2020 at 3:43:38 pm EST,Crewmate,Win,8,Yes,Yes,-,18m 32s,No,2,15m 12s,++,NA / BODLCF
12/05/2020 at 3:22:34 pm EST,Crewmate,Win,8,Yes,Yes,-,18m 44s,No,0,11m 27s,++,NA / BODLCF
12/02/2020 at 3:05:42 pm EST,Imposter,Win,-,-,-,3,17m 42s,No,N/A,-,+++,NA / ZLWXDF
12/02/2020 at 2:46:41 pm EST,Imposter,Win,-,-,-,1,14m 38s,No,N/A,-,+++,NA / ZLWXDF
12/02/2020 at 2:26:05 pm EST,Crewmate,Loss,5,No,Yes,-,08m 18s,No,0,-,---,NA / ZLWXDF
12/02/2020 at 2:17:05 pm EST,Imposter,Loss,-,-,-,1,20m 36s,No,N/A,-,--,NA / ZLWXDF
12/02/2020 at 1:56:08 pm EST,Crewmate,Win,4,No,No,-,07m 11s,No,0,-,++,NA / ZLWXDF
12/02/2020 at 1:48:43 pm EST,Crewmate,Win,7,Yes,Yes,-,07m 39s,No,0,06m 09s,++,NA / ZLWXDF
12/02/2020 at 1:39:03 pm EST,Crewmate,Win,6,No,Yes,-,14m 16s,No,0,-,++,NA / ZLWXDF
12/02/2020 at 1:22:29 pm EST,Crewmate,Loss,4,No,Yes,-,08m 31s,No,0,-,---,NA / ZLWXDF
11/22/2020 at 2:03:47 pm EST,Imposter,Loss,-,-,-,4,11m 53s,No,N/A,-,-,NA / LCHPMF
11/22/2020 at 1:51:12 pm EST,Crewmate,Win,6,Yes,No,-,06m 26s,No,1,04m 18s,++,NA / LCHPMF
11/22/2020 at 1:42:29 pm EST,Imposter,Loss,-,-,-,1,01m 31s,Yes,N/A,-,N/A,NA / LCHPMF
11/22/2020 at 1:40:04 pm EST,Crewmate,Loss,2,No,No,-,05m 11s,No,0,-,---,NA / LCHPMF
11/22/2020 at 1:26:24 pm EST,Crewmate,Loss,6,Yes,No,-,11m 34s,No,0,11m 06s,--,NA / GMHOWQ
11/22/2020 at 1:13:20 pm EST,Imposter,Loss,-,-,-,2,24m 07s,No,N/A,-,-,NA / GMHOWQ
11/22/2020 at 12:34:06 pm EST,Imposter,Win,-,-,-,1,02m 15s,No,N/A,-,N/A,Europe / GAHMVF
11/21/2020 at 12:29:53 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 22s,No,0,11m 19s,--,NA / TTDHOF
11/21/2020 at 12:12:07 pm EST,Crewmate,Win,8,Yes,Yes,-,16m 16s,No,0,13m 29s,++,NA / TTDHOF
11/21/2020 at 11:54:42 am EST,Imposter,Loss,-,-,-,0,15m 10s,No,N/A,-,--,NA / TTDHOF
11/21/2020 at 11:39:07 am EST,Imposter,Loss,-,-,-,2,09m 39s,No,N/A,-,-,NA / TTDHOF
11/21/2020 at 11:22:24 am EST,Crewmate,Win,3,No,No,-,05m 39s,No,0,-,++,NA / TTDHOF
11/21/2020 at 11:14:13 am EST,Crewmate,Loss,5,No,No,-,10m 31s,No,0,-,---,NA / TTDHOF
