Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/15/2020 at 8:42:57 am EST,Crewmate,Loss,2,No,No,-,03m 07s,No,1,-,N/A,Europe / KTWPWQ
12/15/2020 at 8:39:14 am EST,Crewmate,Win,5,Yes,No,-,06m 06s,No,0,03m 30s,++,Europe / ILXWDF
12/14/2020 at 4:10:00 pm EST,Imposter,Loss,-,-,-,3,19m 48s,No,N/A,-,-,Europe / KUJLBF
12/14/2020 at 3:49:03 pm EST,Crewmate,Win,7,Yes,No,-,18m 43s,No,1,12m 48s,++,Europe / KUJLBF
12/14/2020 at 3:26:36 pm EST,Crewmate,Win,2,No,No,-,12m 27s,No,0,-,++,Europe / KUJLBF
12/14/2020 at 3:13:08 pm EST,Crewmate,Win,5,No,Yes,-,10m 31s,No,0,-,++,Europe / KUJLBF
12/14/2020 at 3:00:48 pm EST,Crewmate,Win,7,Yes,Yes,-,16m 02s,No,0,13m 21s,++,Europe / KUJLBF
12/14/2020 at 2:41:25 pm EST,Crewmate,Win,7,Yes,Yes,-,16m 46s,No,0,11m 17s,++,Europe / KUJLBF
12/14/2020 at 2:22:56 pm EST,Crewmate,Loss,7,Yes,Yes,-,15m 23s,No,0,08m 41s,--,Europe / KUJLBF
12/14/2020 at 2:03:16 pm EST,Crewmate,Loss,7,Yes,Yes,-,13m 56s,No,1,09m 57s,--,Europe / KUJLBF
12/14/2020 at 1:35:33 pm EST,Crewmate,Loss,7,Yes,Yes,-,11m 22s,No,0,08m 29s,--,Europe / TLWYKF
12/14/2020 at 1:16:13 pm EST,Crewmate,Win,8,Yes,No,-,14m 44s,No,1,05m 01s,++,Europe / ABPPWQ
12/14/2020 at 1:01:11 pm EST,Crewmate,Win,5,No,No,-,05m 21s,No,0,-,++,Europe / ABPPWQ
12/09/2020 at 1:15:42 am EST,Crewmate,Loss,7,Yes,No,-,15m 19s,No,0,15m 19s,--,Europe / BBGJWQ
12/09/2020 at 12:58:21 am EST,Crewmate,Win,7,Yes,Yes,-,13m 51s,No,0,13m 01s,++,Europe / BBGJWQ
12/08/2020 at 9:47:41 pm EST,Crewmate,Win,6,No,No,-,05m 23s,No,1,-,++,Europe / RLNKUF
12/08/2020 at 9:40:37 pm EST,Crewmate,Win,4,No,Yes,-,05m 35s,No,0,-,++,Europe / RLNKUF
12/08/2020 at 9:31:19 pm EST,Crewmate,Loss,8,Yes,No,-,07m 46s,No,0,02m 18s,--,Europe / RLNKUF
12/08/2020 at 9:14:13 pm EST,Crewmate,Loss,8,Yes,Yes,-,09m 55s,No,0,09m 55s,--,Europe / OUBRXQ
12/08/2020 at 8:53:46 pm EST,Crewmate,Loss,8,Yes,Yes,-,14m 26s,No,0,05m 45s,--,Europe / OUBRXQ
12/08/2020 at 8:34:53 pm EST,Imposter,Win,-,-,-,4,09m 22s,No,N/A,-,+++,Europe / OUBRXQ
12/08/2020 at 3:10:39 pm EST,Imposter,Win,-,-,-,1,02m 05s,No,N/A,-,N/A,Europe / KQABIF
12/07/2020 at 11:24:20 pm EST,Crewmate,Loss,6,No,Yes,-,05m 40s,No,1,-,---,NA / IKPWHF
12/07/2020 at 11:12:12 pm EST,Crewmate,Win,7,Yes,Yes,-,10m 32s,No,0,05m 00s,++,NA / IKPWHF
12/07/2020 at 11:01:11 pm EST,Crewmate,Win,7,Yes,Yes,-,16m 52s,No,1,14m 40s,++,NA / IKPWHF
12/07/2020 at 10:43:55 pm EST,Crewmate,Win,7,Yes,No,-,10m 48s,No,0,07m 28s,++,NA / IKPWHF
12/07/2020 at 10:32:50 pm EST,Imposter,Win,-,-,-,3,13m 13s,No,N/A,-,+++,NA / IKPWHF
12/07/2020 at 10:18:25 pm EST,Crewmate,Loss,4,No,Yes,-,08m 25s,No,0,-,---,NA / IKPWHF
12/07/2020 at 12:37:58 am EST,Imposter,Loss,-,-,-,2,26m 40s,No,N/A,-,-,NA / HUTXKF
12/06/2020 at 11:41:14 pm EST,Crewmate,Loss,4,No,No,-,12m 51s,No,1,-,---,NA / HUTXKF
12/06/2020 at 11:15:20 pm EST,Imposter,Win,-,-,-,3,13m 23s,No,N/A,-,+++,NA / HUTXKF
12/06/2020 at 7:28:17 pm EST,Crewmate,Loss,7,No,No,-,13m 10s,No,0,-,---,Europe / DSYWJF
12/06/2020 at 7:14:13 pm EST,Crewmate,Win,8,Yes,Yes,-,19m 05s,No,0,09m 08s,++,Europe / DSYWJF
12/06/2020 at 6:52:17 pm EST,Crewmate,Loss,0,No,No,-,00m 16s,No,0,-,N/A,Europe / DSYWJF
12/06/2020 at 6:50:50 pm EST,Crewmate,Win,8,Yes,Yes,-,20m 36s,No,0,20m 35s,++,Europe / DSYWJF
12/06/2020 at 6:22:10 pm EST,Crewmate,Win,7,No,No,-,16m 11s,No,2,-,++,Europe / DSYWJF
12/06/2020 at 6:00:14 pm EST,Imposter,Win,-,-,-,4,16m 02s,No,N/A,-,+++,Europe / DSYWJF
12/06/2020 at 5:42:32 pm EST,Crewmate,Win,2,No,No,-,04m 14s,No,0,-,N/A,Europe / DSYWJF
12/06/2020 at 5:35:01 pm EST,Crewmate,Win,8,Yes,Yes,-,20m 10s,No,1,15m 09s,++,Europe / DSYWJF
12/06/2020 at 5:11:12 pm EST,Crewmate,Win,8,Yes,Yes,-,13m 07s,No,0,08m 50s,++,Europe / DSYWJF
12/04/2020 at 9:18:19 pm EST,Crewmate,Win,7,Yes,Yes,-,17m 09s,No,1,13m 52s,++,NA / NRQIBF
12/04/2020 at 8:57:14 pm EST,Crewmate,Win,6,No,No,-,15m 45s,No,0,-,++,NA / NRQIBF
12/04/2020 at 8:38:49 pm EST,Imposter,Loss,-,-,-,3,14m 02s,No,N/A,-,-,NA / NRQIBF
12/04/2020 at 8:23:40 pm EST,Crewmate,Win,7,Yes,No,-,21m 41s,No,1,20m 23s,++,NA / NRQIBF
12/04/2020 at 7:57:03 pm EST,Crewmate,Loss,4,No,Yes,-,15m 21s,No,0,-,---,NA / NRQIBF
12/04/2020 at 7:39:42 pm EST,Crewmate,Loss,4,No,No,-,08m 40s,No,0,-,---,NA / NRQIBF
12/04/2020 at 7:26:52 pm EST,Crewmate,Win,7,Yes,Yes,-,21m 49s,No,0,18m 27s,++,NA / NRQIBF
12/04/2020 at 7:04:12 pm EST,Crewmate,Win,6,No,No,-,15m 35s,No,0,-,++,NA / NRQIBF
12/04/2020 at 6:44:28 pm EST,Crewmate,Win,7,No,Yes,-,17m 50s,No,0,-,++,NA / OHFENF
12/04/2020 at 6:22:07 pm EST,Crewmate,Loss,3,No,Yes,-,11m 20s,No,0,-,---,NA / NLKPHF
12/04/2020 at 6:06:52 pm EST,Crewmate,Win,4,No,No,-,08m 01s,No,0,-,++,NA / NLKPHF
12/04/2020 at 5:56:24 pm EST,Crewmate,Win,7,Yes,No,-,17m 22s,No,1,09m 10s,++,NA / NLKPHF
12/04/2020 at 5:35:28 pm EST,Imposter,Win,-,-,-,4,09m 19s,No,N/A,-,+++,NA / NLKPHF
12/04/2020 at 5:18:22 pm EST,Crewmate,Win,3,No,No,-,02m 39s,No,0,-,N/A,NA / DBCRHF
12/04/2020 at 5:13:34 pm EST,Crewmate,Win,6,Yes,Yes,-,07m 04s,No,0,05m 19s,++,NA / DBCRHF
12/04/2020 at 5:01:25 pm EST,Crewmate,Loss,5,No,No,-,10m 27s,No,0,-,---,NA / DBCRHF
12/04/2020 at 4:48:15 pm EST,Crewmate,Win,4,No,No,-,14m 29s,No,0,-,++,NA / DBCRHF
12/04/2020 at 4:10:53 pm EST,Imposter,Win,-,-,-,1,00m 46s,No,N/A,-,N/A,NA / ROKPWQ
12/03/2020 at 1:37:59 am EST,Crewmate,Win,4,No,No,-,13m 28s,No,1,-,++,NA / XPXLJF
12/03/2020 at 1:22:45 am EST,Crewmate,Win,5,No,No,-,11m 28s,Yes,0,-,++,NA / XPXLJF
12/03/2020 at 1:10:08 am EST,Crewmate,Loss,7,Yes,Yes,-,11m 51s,No,1,08m 14s,--,NA / XPXLJF
12/02/2020 at 7:19:18 am EST,Crewmate,Loss,4,No,Yes,-,12m 22s,No,0,05m 38s,--,NA / EFFLQQ
12/02/2020 at 7:06:32 am EST,Imposter,Win,-,-,-,2,00m 57s,No,N/A,-,N/A,NA / EFFLQQ
12/02/2020 at 6:55:09 am EST,Crewmate,Loss,3,No,No,-,04m 37s,No,1,-,N/A,NA / JPBHPQ
12/02/2020 at 5:49:31 am EST,Crewmate,Loss,0,No,No,-,01m 51s,Yes,0,-,N/A,NA / CVPUTQ
12/02/2020 at 5:47:07 am EST,Crewmate,Win,3,No,No,-,02m 52s,No,0,-,N/A,NA / CVPUTQ
12/02/2020 at 5:43:54 am EST,Crewmate,Loss,2,No,No,-,06m 16s,No,0,-,---,NA / CVPUTQ
12/02/2020 at 5:36:32 am EST,Imposter,Win,-,-,-,1,01m 49s,No,N/A,-,N/A,NA / RTBMCF
12/02/2020 at 5:33:33 am EST,Imposter,Win,-,-,-,1,01m 01s,No,N/A,-,N/A,NA / PBSGVF
12/02/2020 at 5:32:00 am EST,Crewmate,Loss,5,Yes,No,-,06m 57s,No,3,03m 02s,--,NA / AZEEMF
