Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/17/2020 at 3:47:49 pm EST,Crewmate,Loss,6,No,Yes,-,09m 00s,No,0,-,---,Europe / ZQKMJF
12/17/2020 at 3:36:25 pm EST,Crewmate,Loss,8,Yes,No,-,08m 50s,No,0,08m 38s,--,Europe / ZQKMJF
12/17/2020 at 3:20:52 pm EST,Imposter,Loss,-,-,-,1,15m 42s,No,N/A,-,--,Europe / ZQKMJF
12/17/2020 at 2:58:15 pm EST,Crewmate,Win,7,No,Yes,-,14m 19s,No,0,-,++,Europe / ZQKMJF
12/16/2020 at 6:37:46 pm EST,Crewmate,Loss,2,No,Yes,-,02m 55s,No,0,-,N/A,Europe / OOELCF
12/16/2020 at 6:33:57 pm EST,Crewmate,Win,5,No,Yes,-,07m 48s,No,2,-,++,Europe / OOELCF
12/16/2020 at 6:25:39 pm EST,Crewmate,Win,3,No,Yes,-,03m 58s,No,0,-,N/A,Europe / OOELCF
12/16/2020 at 6:21:18 pm EST,Crewmate,Win,6,Yes,No,-,06m 20s,No,0,04m 50s,++,Europe / OOELCF
12/16/2020 at 6:14:32 pm EST,Crewmate,Loss,3,No,No,-,05m 52s,Yes,0,-,---,Europe / OOELCF
12/16/2020 at 6:07:27 pm EST,Crewmate,Win,7,Yes,No,-,11m 04s,No,1,09m 17s,++,Europe / OOELCF
12/16/2020 at 5:53:08 pm EST,Crewmate,Win,4,No,No,-,07m 41s,No,2,-,++,Europe / OOELCF
12/16/2020 at 5:44:24 pm EST,Crewmate,Win,5,Yes,No,-,07m 56s,No,2,05m 21s,++,Europe / OOELCF
12/16/2020 at 5:36:14 pm EST,Crewmate,Win,0,No,No,-,01m 14s,No,0,-,N/A,Europe / OOELCF
12/16/2020 at 5:34:40 pm EST,Crewmate,Win,1,No,No,-,01m 34s,No,1,-,N/A,Europe / OOELCF
12/16/2020 at 5:32:45 pm EST,Imposter,Loss,-,-,-,2,01m 51s,Yes,N/A,-,N/A,Europe / OOELCF
12/16/2020 at 3:49:43 pm EST,Crewmate,Win,1,No,Yes,-,01m 55s,No,0,-,N/A,Europe / HYPQQQ
12/16/2020 at 3:42:29 pm EST,Crewmate,Loss,4,No,Yes,-,05m 05s,No,2,-,---,Europe / HYPQQQ
12/16/2020 at 3:36:35 pm EST,Crewmate,Loss,3,No,Yes,-,04m 30s,No,1,-,N/A,Europe / HYPQQQ
12/16/2020 at 3:13:23 pm EST,Imposter,Win,-,-,-,3,09m 19s,No,N/A,-,+++,Europe / LZHLMF
12/16/2020 at 3:02:46 pm EST,Crewmate,Win,3,No,No,-,04m 40s,No,0,-,N/A,Europe / LZHLMF
12/16/2020 at 2:55:26 pm EST,Crewmate,Loss,3,No,No,-,02m 22s,No,0,-,N/A,Europe / LZHLMF
12/16/2020 at 2:49:52 pm EST,Crewmate,Win,7,Yes,Yes,-,09m 26s,No,0,08m 42s,++,Europe / LZHLMF
12/16/2020 at 2:39:03 pm EST,Imposter,Win,-,-,-,2,14m 00s,No,N/A,-,+++,Europe / LZHLMF
12/16/2020 at 2:22:08 pm EST,Crewmate,Loss,4,No,Yes,-,09m 10s,No,0,-,---,Europe / LZHLMF
12/16/2020 at 2:12:08 pm EST,Crewmate,Win,7,Yes,No,-,13m 25s,No,0,07m 22s,++,Europe / LZHLMF
12/16/2020 at 1:53:35 pm EST,Crewmate,Win,5,No,No,-,07m 40s,No,1,-,++,NA / NQWMJF
12/15/2020 at 6:37:24 pm EST,Crewmate,Loss,7,No,No,-,10m 19s,No,0,-,---,Europe / WXCBQQ
12/15/2020 at 6:22:22 pm EST,Crewmate,Win,5,No,Yes,-,16m 58s,No,1,-,++,Europe / WXCBQQ
12/15/2020 at 6:03:55 pm EST,Imposter,Loss,-,-,-,2,09m 25s,No,N/A,-,-,Europe / WXCBQQ
12/15/2020 at 5:51:04 pm EST,Crewmate,Win,8,Yes,Yes,-,16m 25s,No,0,11m 19s,++,Europe / WXCBQQ
12/15/2020 at 5:32:20 pm EST,Crewmate,Win,1,No,Yes,-,12m 16s,No,0,-,++,Europe / WXCBQQ
12/15/2020 at 5:19:15 pm EST,Crewmate,Win,8,Yes,No,-,16m 09s,No,0,13m 03s,++,Europe / WXCBQQ
12/15/2020 at 5:01:46 pm EST,Crewmate,Loss,8,Yes,Yes,-,12m 47s,No,0,05m 45s,--,Europe / WXCBQQ
12/15/2020 at 4:45:10 pm EST,Crewmate,Loss,8,Yes,No,-,14m 46s,No,0,10m 39s,--,Europe / WXCBQQ
12/15/2020 at 4:28:58 pm EST,Crewmate,Win,1,No,Yes,-,11m 14s,No,0,-,++,Europe / WXCBQQ
12/15/2020 at 4:15:32 pm EST,Crewmate,Loss,7,No,No,-,12m 54s,No,0,-,---,Europe / WXCBQQ
12/15/2020 at 3:44:44 pm EST,Crewmate,Loss,7,Yes,Yes,-,18m 42s,No,0,17m 48s,--,Europe / FJDEGF
12/15/2020 at 3:24:20 pm EST,Crewmate,Win,7,Yes,Yes,-,17m 56s,No,0,12m 32s,++,Europe / FJDEGF
12/15/2020 at 3:04:06 pm EST,Crewmate,Win,6,No,No,-,09m 35s,No,1,-,++,Europe / FJDEGF
12/15/2020 at 2:53:28 pm EST,Crewmate,Win,7,Yes,Yes,-,13m 03s,No,0,08m 01s,++,Europe / FJDEGF
12/15/2020 at 2:39:03 pm EST,Crewmate,Win,5,No,Yes,-,08m 39s,No,0,-,++,Europe / FJDEGF
12/15/2020 at 2:29:46 pm EST,Crewmate,Win,5,No,No,-,07m 44s,No,0,-,++,Europe / FJDEGF
12/13/2020 at 1:16:45 pm EST,Imposter,Loss,-,-,-,3,12m 12s,No,N/A,-,-,Europe / IWNVWQ
12/13/2020 at 1:01:32 pm EST,Crewmate,Win,8,Yes,No,-,13m 25s,No,0,09m 49s,++,Europe / IWNVWQ
12/13/2020 at 12:46:55 pm EST,Crewmate,Win,7,No,No,-,11m 41s,No,0,-,++,Europe / IWNVWQ
12/13/2020 at 12:31:03 pm EST,Imposter,Loss,-,-,-,2,17m 12s,No,N/A,-,-,Europe / IWNVWQ
12/13/2020 at 12:09:44 pm EST,Crewmate,Win,8,Yes,Yes,-,15m 23s,No,0,09m 14s,++,Europe / IWNVWQ
12/13/2020 at 11:53:22 am EST,Crewmate,Loss,0,No,Yes,-,00m 39s,No,0,-,N/A,Europe / IWNVWQ
12/13/2020 at 11:51:20 am EST,Imposter,Win,-,-,-,2,08m 54s,No,N/A,-,+++,Europe / IWNVWQ
12/12/2020 at 7:17:30 pm EST,Imposter,Win,-,-,-,3,12m 17s,No,N/A,-,+++,Europe / PBLKRQ
12/12/2020 at 7:03:32 pm EST,Crewmate,Loss,5,No,Yes,-,09m 49s,No,0,-,---,Europe / PBLKRQ
12/12/2020 at 6:51:53 pm EST,Crewmate,Win,7,Yes,No,-,15m 05s,No,1,10m 58s,++,Europe / PBLKRQ
12/12/2020 at 6:33:21 pm EST,Crewmate,Loss,7,Yes,No,-,11m 07s,No,0,06m 34s,--,Europe / PBLKRQ
12/12/2020 at 6:21:39 pm EST,Imposter,Loss,-,-,-,3,11m 46s,No,N/A,-,-,Europe / PBLKRQ
12/12/2020 at 6:09:09 pm EST,Crewmate,Win,2,No,No,-,03m 02s,No,0,-,N/A,Europe / PBLKRQ
12/12/2020 at 6:01:04 pm EST,Crewmate,Win,4,No,No,-,15m 24s,No,0,-,++,Europe / PBLKRQ
