Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/11/2020 at 12:13:58 pm EST,Crewmate,Win,7,Yes,No,-,09m 09s,No,0,04m 55s,++,NA / NNNSXQ
12/11/2020 at 12:02:53 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 08s,No,0,03m 52s,--,NA / NNNSXQ
12/11/2020 at 11:45:27 am EST,Crewmate,Win,8,No,Yes,-,05m 57s,No,0,02m 46s,++,NA / NNNSXQ
12/11/2020 at 11:38:12 am EST,Crewmate,Win,7,Yes,No,-,17m 29s,No,0,11m 27s,++,NA / NNNSXQ
12/11/2020 at 11:17:48 am EST,Imposter,Loss,-,-,-,3,06m 51s,No,N/A,-,-,NA / OHNBGF
12/11/2020 at 11:10:18 am EST,Crewmate,Win,7,Yes,No,-,07m 09s,No,0,03m 48s,++,NA / OHNBGF
12/11/2020 at 11:02:24 am EST,Crewmate,Win,7,Yes,Yes,-,04m 43s,No,0,03m 34s,N/A,NA / OHNBGF
12/11/2020 at 10:56:33 am EST,Crewmate,Win,2,No,No,-,04m 21s,No,0,03m 48s,N/A,NA / OHNBGF
12/11/2020 at 10:51:02 am EST,Crewmate,Win,8,Yes,Yes,-,10m 00s,No,0,04m 15s,++,NA / OHNBGF
12/11/2020 at 10:32:41 am EST,Crewmate,Loss,4,No,Yes,-,03m 47s,No,0,-,N/A,NA / PMZSNF
12/08/2020 at 9:40:35 pm EST,Crewmate,Loss,8,Yes,Yes,-,05m 22s,No,0,05m 17s,--,Europe / RLNKUF
12/08/2020 at 9:31:17 pm EST,Imposter,Loss,-,-,-,0,07m 16s,No,N/A,-,--,Europe / RLNKUF
12/08/2020 at 9:14:12 pm EST,Imposter,Loss,-,-,-,2,08m 50s,Yes,N/A,-,-,Europe / OUBRXQ
12/08/2020 at 8:50:27 pm EST,Crewmate,Loss,3,No,No,-,01m 06s,No,1,-,N/A,NA / WYJDBF
12/08/2020 at 8:34:39 pm EST,Crewmate,Loss,4,No,No,-,05m 30s,No,0,02m 05s,--,NA / POONOF
12/08/2020 at 8:28:18 pm EST,Crewmate,Win,5,No,No,-,06m 23s,No,0,00m 40s,++,NA / POONOF
12/08/2020 at 8:19:16 pm EST,Crewmate,Loss,3,No,No,-,00m 36s,No,0,-,N/A,Europe / NKRVGF
12/08/2020 at 4:47:32 pm EST,Imposter,Win,-,-,-,3,00m 48s,No,N/A,-,N/A,Europe / LWIRQQ
12/08/2020 at 4:45:30 pm EST,Imposter,Win,-,-,-,2,02m 25s,No,N/A,-,N/A,Europe / LWIRQQ
12/08/2020 at 4:41:32 pm EST,Imposter,Win,-,-,-,1,04m 51s,No,N/A,-,N/A,Europe / LWIRQQ
12/08/2020 at 4:21:22 pm EST,Imposter,Win,-,-,-,2,01m 42s,No,N/A,-,N/A,Europe / TVDBQQ
12/08/2020 at 4:18:23 pm EST,Crewmate,Loss,5,Yes,No,-,07m 19s,No,2,02m 23s,--,Europe / GPTXWQ
12/08/2020 at 4:06:47 pm EST,Crewmate,Loss,0,No,No,-,01m 24s,No,1,-,N/A,Europe / NRFLXQ
12/08/2020 at 4:04:25 pm EST,Crewmate,Loss,3,No,Yes,-,02m 28s,No,2,-,N/A,Europe / NRFLXQ
12/08/2020 at 2:49:43 pm EST,Crewmate,Loss,8,Yes,Yes,-,20m 49s,No,0,14m 23s,--,Europe / HKTMKF
12/08/2020 at 2:27:39 pm EST,Crewmate,Win,8,Yes,No,-,15m 10s,No,2,14m 02s,++,Europe / HKTMKF
12/08/2020 at 2:11:06 pm EST,Crewmate,Loss,8,Yes,No,-,07m 29s,No,0,06m 01s,--,Europe / HKTMKF
12/08/2020 at 2:01:43 pm EST,Crewmate,Loss,6,No,No,-,05m 50s,No,0,-,---,Europe / HKTMKF
12/08/2020 at 1:55:13 pm EST,Crewmate,Loss,9,Yes,No,-,21m 03s,No,2,06m 37s,--,Europe / HKTMKF
12/08/2020 at 1:29:43 pm EST,Crewmate,Win,9,Yes,No,-,11m 45s,No,0,05m 43s,++,Europe / HKTMKF
12/08/2020 at 11:20:14 am EST,Crewmate,Loss,5,Yes,Yes,-,05m 48s,No,0,05m 47s,--,Europe / VNGSXQ
12/08/2020 at 11:12:10 am EST,Crewmate,Win,3,No,No,-,02m 05s,No,1,-,N/A,Europe / HNXINF
12/08/2020 at 11:02:46 am EST,Crewmate,Loss,4,No,Yes,-,07m 14s,No,1,-,---,Europe / RCMYWQ
12/06/2020 at 9:29:26 pm EST,Crewmate,Loss,4,No,Yes,-,05m 31s,No,1,-,---,NA / ZKKPYQ
12/06/2020 at 9:19:00 pm EST,Imposter,Loss,-,-,-,2,04m 35s,Yes,N/A,-,N/A,NA / NPLFEQ
12/06/2020 at 3:28:07 pm EST,Crewmate,Loss,1,No,Yes,-,00m 55s,No,0,-,N/A,Europe / HNPSZF
12/06/2020 at 3:18:18 pm EST,Crewmate,Win,0,No,No,-,05m 04s,No,0,-,N/A,Europe / BXRPWQ
12/06/2020 at 3:06:12 pm EST,Imposter,Win,-,-,-,3,03m 35s,No,N/A,-,N/A,Europe / HLNTRQ
12/05/2020 at 9:47:20 pm EST,Crewmate,Win,0,No,Yes,-,09m 36s,No,0,-,N/A,NA / YMMMBF
12/05/2020 at 9:19:55 pm EST,Imposter,Win,-,-,-,2,03m 12s,No,N/A,-,N/A,NA / BSXYYQ
12/05/2020 at 9:09:23 pm EST,Crewmate,Loss,0,No,Yes,-,02m 00s,No,0,-,N/A,NA / TJVKHF
12/05/2020 at 5:57:24 pm EST,Crewmate,Win,5,Yes,No,-,06m 26s,No,0,03m 13s,++,NA / HYJVHF
12/05/2020 at 5:50:29 pm EST,Crewmate,Win,2,No,No,-,02m 32s,No,0,-,N/A,NA / XJBJXQ
12/05/2020 at 5:47:20 pm EST,Crewmate,Loss,0,No,Yes,-,01m 57s,No,0,-,N/A,NA / EDMCLQ
12/05/2020 at 1:11:39 am EST,Imposter,Loss,-,-,-,2,08m 26s,Yes,N/A,-,-,NA / MOCDTQ
12/05/2020 at 1:00:58 am EST,Imposter,Win,-,-,-,4,06m 12s,No,N/A,-,+++,NA / SSMMYQ
12/05/2020 at 12:54:26 am EST,Crewmate,Win,4,No,No,-,07m 39s,No,0,-,++,NA / SSMMYQ
12/05/2020 at 12:39:12 am EST,Crewmate,Loss,2,No,No,-,03m 31s,No,1,-,N/A,Europe / YBPUQQ
12/05/2020 at 12:25:08 am EST,Crewmate,Win,5,Yes,No,-,05m 37s,No,0,04m 02s,++,Europe / FUDOQQ
12/05/2020 at 12:17:44 am EST,Crewmate,Win,4,No,Yes,-,05m 36s,No,1,04m 39s,++,Europe / TSCTWQ
12/04/2020 at 6:06:51 pm EST,Crewmate,Win,6,No,No,-,08m 01s,No,1,-,++,NA / NLKPHF
12/04/2020 at 5:56:24 pm EST,Imposter,Loss,-,-,-,1,17m 22s,No,N/A,-,--,NA / NLKPHF
12/04/2020 at 5:01:24 pm EST,Crewmate,Loss,7,Yes,Yes,-,10m 27s,No,0,08m 58s,--,NA / DBCRHF
12/04/2020 at 4:48:13 pm EST,Crewmate,Win,5,No,No,-,14m 29s,No,1,-,++,NA / DBCRHF
12/04/2020 at 4:16:48 pm EST,Crewmate,Loss,5,Yes,Yes,-,07m 10s,No,0,05m 17s,--,Europe / ARMDRQ
12/04/2020 at 4:08:58 pm EST,Crewmate,Win,3,No,No,-,04m 43s,No,0,-,N/A,Europe / ARMDRQ
12/04/2020 at 4:02:29 pm EST,Imposter,Win,-,-,-,2,06m 59s,No,N/A,-,+++,Europe / WTGAJF
12/04/2020 at 2:58:14 pm EST,Crewmate,Win,6,Yes,No,-,10m 24s,No,2,01m 31s,++,Europe / CEOLNF
12/04/2020 at 2:47:18 pm EST,Crewmate,Win,6,Yes,No,-,06m 28s,No,1,04m 05s,++,Europe / CEOLNF
12/04/2020 at 2:37:06 pm EST,Imposter,Win,-,-,-,2,02m 11s,No,N/A,-,N/A,Europe / WJVDJF
12/04/2020 at 2:33:15 pm EST,Imposter,Win,-,-,-,1,00m 29s,No,N/A,-,N/A,Europe / AKGECF
12/04/2020 at 2:31:08 pm EST,Crewmate,Loss,0,No,No,-,00m 21s,No,0,-,N/A,Europe / VGVPXQ
12/04/2020 at 2:28:26 pm EST,Crewmate,Win,4,No,No,-,07m 27s,No,1,04m 35s,++,Europe / WITGQQ
12/04/2020 at 2:20:28 pm EST,Crewmate,Loss,2,No,No,-,02m 30s,No,0,-,N/A,Europe / WITGQQ
12/04/2020 at 2:11:49 pm EST,Crewmate,Win,4,No,No,-,02m 44s,No,0,-,N/A,Europe / YZPIQQ
12/04/2020 at 12:02:10 am EST,Crewmate,Loss,8,Yes,Yes,-,18m 32s,No,1,11m 33s,--,Europe / OUAACF
12/03/2020 at 11:42:38 pm EST,Crewmate,Win,8,Yes,No,-,10m 41s,No,1,03m 13s,++,Europe / OUAACF
12/03/2020 at 11:30:15 pm EST,Imposter,Win,-,-,-,1,07m 42s,No,N/A,-,+++,Europe / OUAACF
12/03/2020 at 11:21:12 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 18s,No,0,12m 59s,--,Europe / OUAACF
12/03/2020 at 11:06:43 pm EST,Crewmate,Loss,8,Yes,Yes,-,21m 02s,No,1,08m 17s,--,Europe / OUAACF
12/03/2020 at 10:43:54 pm EST,Imposter,Win,-,-,-,3,13m 31s,No,N/A,-,+++,Europe / OUAACF
12/03/2020 at 10:29:58 pm EST,Crewmate,Win,4,No,No,-,06m 10s,No,0,-,++,Europe / OUAACF
12/03/2020 at 10:22:00 pm EST,Crewmate,Win,8,Yes,Yes,-,21m 04s,No,0,08m 49s,++,Europe / OUAACF
12/03/2020 at 9:57:14 pm EST,Crewmate,Win,8,Yes,No,-,12m 34s,No,0,05m 36s,++,Europe / OUAACF
12/03/2020 at 9:40:26 pm EST,Imposter,Loss,-,-,-,3,25m 20s,Yes,N/A,-,-,Europe / OUAACF
12/03/2020 at 9:10:25 pm EST,Crewmate,Loss,8,Yes,Yes,-,11m 27s,No,0,07m 47s,--,NA / TRLHCF
