Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/11/2020 at 3:49:31 pm EST,Crewmate,Loss,7,Yes,Yes,-,13m 15s,No,0,05m 50s,--,Europe / BFRJCF
12/11/2020 at 3:30:33 pm EST,Crewmate,Win,5,No,No,-,13m 16s,No,0,-,++,Europe / BFRJCF
12/11/2020 at 3:10:56 pm EST,Crewmate,Win,3,No,Yes,-,11m 00s,No,0,-,++,Europe / BFRJCF
12/11/2020 at 2:53:26 pm EST,Crewmate,Win,7,Yes,No,-,18m 01s,No,1,11m 32s,++,Europe / BFRJCF
12/11/2020 at 2:20:36 pm EST,Imposter,Win,-,-,-,4,14m 25s,Yes,N/A,-,+++,Europe / ONSJWQ
12/11/2020 at 2:04:24 pm EST,Imposter,Loss,-,-,-,2,16m 53s,No,N/A,-,-,Europe / ONSJWQ
12/11/2020 at 1:46:28 pm EST,Crewmate,Win,7,Yes,Yes,-,19m 25s,No,0,14m 58s,++,Europe / ONSJWQ
12/11/2020 at 1:24:56 pm EST,Crewmate,Win,4,No,No,-,08m 42s,No,0,-,++,Europe / ONSJWQ
12/11/2020 at 1:15:23 pm EST,Imposter,Win,-,-,-,4,01m 06s,No,N/A,-,N/A,Europe / ONSJWQ
12/11/2020 at 1:07:38 pm EST,Crewmate,Win,3,No,No,-,08m 27s,No,0,-,++,NA / NNNSXQ
12/11/2020 at 12:57:31 pm EST,Crewmate,Win,7,Yes,Yes,-,12m 54s,No,0,12m 30s,++,NA / NNNSXQ
12/11/2020 at 12:42:59 pm EST,Imposter,Loss,-,-,-,2,12m 22s,No,N/A,-,-,NA / NNNSXQ
12/11/2020 at 12:28:35 pm EST,Crewmate,Loss,2,No,No,-,04m 54s,No,0,-,N/A,NA / NNNSXQ
12/11/2020 at 12:21:53 pm EST,Imposter,Loss,-,-,-,1,05m 07s,No,N/A,-,--,NA / NNNSXQ
12/11/2020 at 12:13:57 pm EST,Crewmate,Win,7,Yes,No,-,09m 09s,No,0,05m 18s,++,NA / NNNSXQ
12/11/2020 at 12:02:53 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 07s,No,0,04m 27s,--,NA / NNNSXQ
12/11/2020 at 1:03:02 am EST,Crewmate,Loss,7,Yes,Yes,-,14m 12s,No,0,09m 29s,--,NA / EYNONF
12/11/2020 at 12:45:31 am EST,Imposter,Win,-,-,-,4,09m 18s,No,N/A,-,+++,NA / EYNONF
12/11/2020 at 12:29:49 am EST,Crewmate,Loss,7,Yes,Yes,-,14m 18s,No,0,10m 26s,--,NA / EYNONF
12/11/2020 at 12:09:00 am EST,Crewmate,Loss,3,No,Yes,-,08m 20s,No,0,-,---,NA / EYNONF
12/10/2020 at 11:59:36 pm EST,Crewmate,Loss,7,No,Yes,-,05m 49s,No,0,-,---,NA / EYNONF
12/10/2020 at 11:50:30 pm EST,Crewmate,Win,8,Yes,No,-,16m 56s,No,0,06m 22s,++,NA / EYNONF
12/10/2020 at 11:31:45 pm EST,Crewmate,Loss,2,No,Yes,-,09m 11s,No,0,-,---,NA / EYNONF
12/10/2020 at 11:21:14 pm EST,Crewmate,Loss,8,Yes,Yes,-,15m 07s,No,0,06m 13s,--,NA / EYNONF
12/10/2020 at 11:03:53 pm EST,Crewmate,Loss,8,Yes,No,-,17m 37s,No,0,17m 00s,--,NA / EYNONF
12/10/2020 at 10:41:41 pm EST,Crewmate,Win,8,Yes,No,-,18m 21s,No,0,16m 52s,++,NA / EYNONF
12/10/2020 at 10:22:06 pm EST,Crewmate,Win,8,Yes,No,-,11m 36s,No,1,02m 06s,++,NA / EYNONF
12/10/2020 at 10:07:59 pm EST,Crewmate,Loss,6,No,Yes,-,16m 46s,No,0,-,---,NA / EYNONF
12/10/2020 at 9:45:33 pm EST,Crewmate,Loss,1,No,Yes,-,08m 19s,No,0,-,---,NA / EYNONF
12/10/2020 at 9:34:26 pm EST,Imposter,Win,-,-,-,1,09m 57s,No,N/A,-,+++,NA / EYNONF
12/10/2020 at 9:19:47 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 49s,No,0,09m 45s,--,NA / EYNONF
12/10/2020 at 9:03:58 pm EST,Crewmate,Win,2,No,No,-,07m 38s,No,0,-,++,NA / EYNONF
12/10/2020 at 8:53:42 pm EST,Crewmate,Win,5,No,Yes,-,10m 13s,No,0,-,++,NA / EYNONF
12/10/2020 at 8:38:00 pm EST,Crewmate,Loss,8,Yes,Yes,-,14m 29s,No,0,03m 24s,--,NA / EXIYDF
12/10/2020 at 8:22:34 pm EST,Crewmate,Win,2,No,No,-,01m 13s,No,0,-,N/A,NA / EXIYDF
12/10/2020 at 8:19:00 pm EST,Crewmate,Win,1,No,No,-,01m 31s,No,0,-,N/A,NA / EXIYDF
12/10/2020 at 8:14:25 pm EST,Crewmate,Loss,8,Yes,Yes,-,11m 33s,No,0,10m 53s,--,NA / EXIYDF
12/10/2020 at 12:01:51 am EST,Crewmate,Loss,4,No,No,-,07m 10s,No,0,-,---,Europe / BNDUNF
12/09/2020 at 11:52:20 pm EST,Crewmate,Loss,8,Yes,Yes,-,20m 19s,No,1,16m 56s,--,Europe / BNDUNF
12/09/2020 at 11:29:40 pm EST,Crewmate,Loss,3,No,Yes,-,10m 20s,No,0,-,---,Europe / BNDUNF
12/09/2020 at 11:18:11 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 03s,No,0,12m 28s,--,Europe / BNDUNF
12/09/2020 at 11:04:04 pm EST,Crewmate,Win,6,No,Yes,-,14m 01s,No,0,-,++,Europe / BNDUNF
12/09/2020 at 10:48:57 pm EST,Crewmate,Loss,8,Yes,Yes,-,16m 18s,No,0,09m 00s,--,Europe / BNDUNF
12/09/2020 at 10:28:25 pm EST,Crewmate,Win,6,No,No,-,12m 58s,No,0,-,++,Europe / BNDUNF
12/09/2020 at 10:13:28 pm EST,Crewmate,Win,4,No,No,-,14m 59s,No,0,-,++,Europe / BNDUNF
12/09/2020 at 9:48:16 pm EST,Crewmate,Win,8,Yes,No,-,11m 27s,No,0,08m 13s,++,Europe / EUUZDF
12/09/2020 at 9:32:09 pm EST,Crewmate,Loss,8,Yes,Yes,-,21m 55s,No,0,08m 44s,--,Europe / EUUZDF
12/09/2020 at 9:06:42 pm EST,Crewmate,Loss,8,Yes,No,-,12m 42s,No,0,07m 24s,--,Europe / EUUZDF
12/09/2020 at 8:35:52 pm EST,Crewmate,Loss,7,No,Yes,-,07m 07s,No,0,-,---,Europe / FWBHCF
12/09/2020 at 8:26:46 pm EST,Crewmate,Win,8,Yes,Yes,-,13m 24s,No,0,09m 11s,++,Europe / FWBHCF
12/08/2020 at 9:31:17 pm EST,Crewmate,Loss,8,Yes,No,-,07m 46s,No,1,07m 46s,--,Europe / RLNKUF
12/06/2020 at 8:26:17 pm EST,Crewmate,Loss,8,Yes,Yes,-,10m 59s,No,0,10m 04s,--,Europe / DSYWJF
12/06/2020 at 8:12:36 pm EST,Crewmate,Win,7,No,Yes,-,13m 10s,No,0,-,++,Europe / DSYWJF
12/06/2020 at 7:57:00 pm EST,Imposter,Win,-,-,-,2,16m 32s,No,N/A,-,+++,Europe / DSYWJF
12/06/2020 at 7:38:03 pm EST,Crewmate,Win,1,No,Yes,-,05m 13s,No,0,-,++,Europe / DSYWJF
12/06/2020 at 7:28:13 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 10s,No,0,09m 00s,--,Europe / DSYWJF
12/06/2020 at 7:14:08 pm EST,Crewmate,Win,8,Yes,No,-,19m 05s,No,0,09m 10s,++,Europe / DSYWJF
12/06/2020 at 6:50:46 pm EST,Imposter,Loss,-,-,-,1,20m 36s,No,N/A,-,--,Europe / DSYWJF
12/06/2020 at 6:22:06 pm EST,Crewmate,Win,5,No,No,-,16m 11s,No,0,-,++,Europe / DSYWJF
12/06/2020 at 12:45:51 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 42s,No,0,11m 13s,--,Europe / HRGJOF
12/06/2020 at 12:30:44 pm EST,Crewmate,Win,3,No,Yes,-,10m 32s,No,0,-,++,Europe / HRGJOF
12/06/2020 at 12:18:19 pm EST,Crewmate,Win,7,Yes,Yes,-,12m 46s,No,0,10m 55s,++,Europe / HRGJOF
12/06/2020 at 11:57:54 am EST,Crewmate,Loss,3,No,Yes,-,05m 28s,No,0,-,---,Europe / HRGJOF
12/06/2020 at 11:51:32 am EST,Crewmate,Win,7,Yes,No,-,14m 13s,No,0,10m 06s,++,Europe / HRGJOF
12/06/2020 at 11:34:24 am EST,Imposter,Win,-,-,-,4,12m 38s,No,N/A,-,+++,Europe / HRGJOF
12/06/2020 at 11:18:27 am EST,Crewmate,Win,7,Yes,No,-,12m 07s,No,0,07m 05s,++,Europe / HRGJOF
12/06/2020 at 11:04:57 am EST,Crewmate,Win,5,No,No,-,08m 37s,No,0,-,++,Europe / HRGJOF
12/06/2020 at 10:52:04 am EST,Imposter,Win,-,-,-,6,15m 48s,No,N/A,-,+++,Europe / RHZBNF
12/06/2020 at 10:34:14 am EST,Crewmate,Win,8,Yes,Yes,-,16m 21s,No,0,10m 54s,++,Europe / RHZBNF
12/06/2020 at 10:13:12 am EST,Crewmate,Win,5,No,Yes,-,06m 28s,No,0,-,++,Europe / RHZBNF
12/06/2020 at 10:05:37 am EST,Crewmate,Win,8,Yes,No,-,18m 02s,No,1,17m 17s,++,Europe / RHZBNF
12/06/2020 at 9:42:54 am EST,Imposter,Loss,-,-,-,4,16m 53s,No,N/A,-,-,Europe / FFNQHF
12/05/2020 at 11:45:52 pm EST,Crewmate,Loss,8,Yes,Yes,-,23m 32s,No,0,10m 31s,--,Europe / RUFQCF
12/05/2020 at 11:16:08 pm EST,Crewmate,Loss,8,Yes,Yes,-,14m 42s,No,0,09m 20s,--,Europe / RUFQCF
