Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/12/2020 at 2:22:12 pm EST,Crewmate,Win,8,Yes,No,-,09m 26s,No,0,06m 44s,++,Europe / CBZUQQ
12/12/2020 at 2:07:25 pm EST,Crewmate,Win,8,Yes,Yes,-,18m 57s,No,0,09m 23s,++,Europe / CBZUQQ
12/11/2020 at 4:15:05 pm EST,Crewmate,Win,8,Yes,Yes,-,18m 51s,No,0,08m 26s,++,Europe / BFRJCF
12/11/2020 at 3:49:30 pm EST,Crewmate,Loss,7,Yes,No,-,12m 53s,No,0,09m 07s,--,Europe / BFRJCF
12/11/2020 at 3:30:33 pm EST,Imposter,Loss,-,-,-,1,12m 20s,Yes,N/A,-,--,Europe / BFRJCF
12/11/2020 at 3:10:55 pm EST,Crewmate,Win,5,No,Yes,-,10m 13s,No,1,-,++,Europe / BFRJCF
12/11/2020 at 2:53:25 pm EST,Crewmate,Win,7,Yes,Yes,-,17m 43s,No,0,11m 59s,++,Europe / BFRJCF
12/08/2020 at 2:49:42 pm EST,Crewmate,Win,8,Yes,Yes,-,20m 44s,No,3,07m 23s,++,Europe / HKTMKF
12/08/2020 at 2:27:39 pm EST,Imposter,Loss,-,-,-,2,15m 19s,No,N/A,-,-,Europe / HKTMKF
12/08/2020 at 2:11:05 pm EST,Imposter,Win,-,-,-,1,07m 38s,No,N/A,-,+++,Europe / HKTMKF
12/08/2020 at 2:01:43 pm EST,Crewmate,Loss,2,No,Yes,-,06m 03s,No,0,-,---,Europe / HKTMKF
12/07/2020 at 4:20:19 pm EST,Crewmate,Win,8,Yes,No,-,04m 41s,No,1,02m 47s,N/A,NA / BRUYNF
12/07/2020 at 4:14:39 pm EST,Imposter,Win,-,-,-,2,10m 08s,No,N/A,-,+++,NA / BRUYNF
12/06/2020 at 8:26:19 pm EST,Imposter,Loss,-,-,-,5,10m 59s,No,N/A,-,-,Europe / DSYWJF
12/06/2020 at 8:12:38 pm EST,Crewmate,Win,8,Yes,No,-,13m 10s,No,1,09m 36s,++,Europe / DSYWJF
12/06/2020 at 6:22:06 pm EST,Crewmate,Win,8,Yes,No,-,15m 36s,No,2,12m 08s,++,Europe / DSYWJF
12/06/2020 at 6:00:09 pm EST,Crewmate,Loss,8,Yes,Yes,-,16m 02s,No,0,10m 27s,--,Europe / DSYWJF
12/06/2020 at 5:42:27 pm EST,Imposter,Loss,-,-,-,1,04m 14s,Yes,N/A,-,N/A,Europe / DSYWJF
12/05/2020 at 5:21:06 pm EST,Crewmate,Win,3,No,Yes,-,10m 41s,No,0,-,++,NA / BODLCF
12/04/2020 at 4:55:16 pm EST,Crewmate,Win,1,No,No,-,12m 33s,No,1,-,++,NA / HEJRIF
12/04/2020 at 4:41:57 pm EST,Crewmate,Win,7,Yes,Yes,-,17m 49s,No,2,01m 44s,++,NA / HEJRIF
12/04/2020 at 4:21:57 pm EST,Crewmate,Loss,7,Yes,Yes,-,15m 10s,No,0,06m 49s,--,NA / HEJRIF
12/04/2020 at 4:05:12 pm EST,Crewmate,Loss,7,Yes,Yes,-,11m 41s,No,1,06m 33s,--,NA / HEJRIF
12/03/2020 at 1:26:18 pm EST,Crewmate,Loss,0,No,Yes,-,02m 29s,No,0,-,N/A,NA / UYMNNF
12/03/2020 at 12:48:25 pm EST,Crewmate,Win,8,Yes,No,-,13m 21s,No,0,10m 02s,++,Europe / GFTTKF
12/03/2020 at 12:33:39 pm EST,Crewmate,Win,8,Yes,Yes,-,15m 04s,No,0,11m 20s,++,Europe / GFTTKF
12/03/2020 at 12:14:52 pm EST,Crewmate,Loss,8,Yes,No,-,09m 45s,No,1,05m 34s,--,Europe / GFTTKF
12/03/2020 at 11:59:29 am EST,Imposter,Win,-,-,-,2,11m 35s,No,N/A,-,+++,Europe / GFTTKF
12/03/2020 at 11:47:00 am EST,Imposter,Win,-,-,-,2,09m 08s,No,N/A,-,+++,Europe / GFTTKF
12/02/2020 at 3:05:42 pm EST,Imposter,Win,-,-,-,4,17m 41s,No,N/A,-,+++,NA / ZLWXDF
12/02/2020 at 2:46:41 pm EST,Imposter,Win,-,-,-,4,14m 01s,No,N/A,-,+++,NA / ZLWXDF
12/02/2020 at 2:26:04 pm EST,Crewmate,Loss,7,Yes,Yes,-,08m 17s,No,1,02m 09s,--,NA / ZLWXDF
12/02/2020 at 2:17:04 pm EST,Crewmate,Win,7,Yes,Yes,-,20m 36s,No,0,10m 25s,++,NA / ZLWXDF
12/02/2020 at 1:56:08 pm EST,Crewmate,Win,7,Yes,No,-,07m 11s,No,0,01m 54s,++,NA / ZLWXDF
12/02/2020 at 1:48:43 pm EST,Crewmate,Win,5,No,No,-,07m 30s,No,0,-,++,NA / ZLWXDF
12/02/2020 at 1:39:02 pm EST,Crewmate,Win,7,Yes,No,-,13m 54s,No,0,12m 36s,++,NA / ZLWXDF
12/02/2020 at 1:22:28 pm EST,Crewmate,Loss,7,Yes,Yes,-,08m 09s,No,0,05m 09s,--,NA / ZLWXDF
12/01/2020 at 11:21:39 am EST,Crewmate,Loss,6,No,Yes,-,11m 19s,No,4,-,---,NA / SNNGZF
12/01/2020 at 11:07:41 am EST,Crewmate,Win,7,Yes,Yes,-,13m 45s,No,0,08m 09s,++,NA / SNNGZF
12/01/2020 at 10:52:24 am EST,Crewmate,Loss,7,Yes,Yes,-,14m 18s,No,0,10m 42s,--,NA / SNNGZF
11/30/2020 at 4:49:52 pm EST,Crewmate,Loss,8,Yes,Yes,-,20m 15s,No,4,16m 03s,--,NA / HEBKVF
11/30/2020 at 4:27:33 pm EST,Crewmate,Loss,2,No,No,-,14m 51s,Yes,2,-,---,NA / RUZNVF
11/30/2020 at 4:11:43 pm EST,Crewmate,Win,8,Yes,No,-,16m 30s,No,0,16m 29s,++,NA / RUZNVF
11/30/2020 at 3:32:34 pm EST,Crewmate,Win,8,Yes,No,-,10m 40s,No,2,09m 01s,++,NA / KLFSZF
11/30/2020 at 3:18:26 pm EST,Crewmate,Win,8,Yes,Yes,-,20m 04s,No,1,07m 07s,++,NA / KLFSZF
11/30/2020 at 2:45:28 pm EST,Crewmate,Loss,8,Yes,Yes,-,15m 52s,No,0,10m 29s,--,NA / MFLNVF
11/30/2020 at 2:22:35 pm EST,Crewmate,Win,5,No,No,-,07m 31s,No,0,-,++,NA / MFLNVF
11/29/2020 at 10:17:27 pm EST,Imposter,Loss,-,-,-,2,12m 35s,No,N/A,-,-,NA / MSVQUF
11/29/2020 at 2:49:47 pm EST,Crewmate,Loss,0,No,Yes,-,05m 54s,No,0,-,N/A,Europe / NZXBDF
11/29/2020 at 2:42:36 pm EST,Imposter,Win,-,-,-,1,12m 44s,No,N/A,-,+++,Europe / NZXBDF
11/29/2020 at 2:26:23 pm EST,Crewmate,Loss,3,No,No,-,11m 12s,No,3,-,---,Europe / NZXBDF
11/29/2020 at 12:41:24 pm EST,Imposter,Win,-,-,-,2,12m 31s,No,N/A,-,+++,Europe / ODVUBF
11/29/2020 at 12:22:22 pm EST,Crewmate,Win,7,Yes,No,-,18m 42s,No,1,08m 58s,++,Europe / ODVUBF
11/29/2020 at 12:03:06 pm EST,Crewmate,Win,3,No,No,-,07m 18s,No,0,-,++,Europe / ODVUBF
11/29/2020 at 11:55:00 am EST,Crewmate,Win,5,No,No,-,08m 20s,No,0,-,++,Europe / ODVUBF
11/29/2020 at 11:44:00 am EST,Crewmate,Loss,7,Yes,Yes,-,12m 06s,No,0,08m 18s,--,Europe / ODVUBF
11/29/2020 at 11:26:56 am EST,Crewmate,Loss,0,No,No,-,02m 22s,No,0,-,N/A,Europe / YPCTGF
11/29/2020 at 11:23:25 am EST,Crewmate,Loss,7,Yes,Yes,-,14m 02s,No,0,08m 23s,--,Europe / YPCTGF
11/29/2020 at 11:06:56 am EST,Crewmate,Win,7,Yes,Yes,-,09m 38s,No,0,06m 35s,++,Europe / YPCTGF
11/29/2020 at 10:54:19 am EST,Crewmate,Win,4,No,Yes,-,06m 39s,No,0,-,++,Europe / MGDHNF
11/28/2020 at 11:23:12 pm EST,Crewmate,Loss,8,Yes,No,-,15m 42s,No,1,09m 18s,--,NA / LRPCVF
11/28/2020 at 11:06:31 pm EST,Crewmate,Win,8,Yes,No,-,16m 00s,No,0,11m 00s,++,NA / LRPCVF
11/28/2020 at 10:47:19 pm EST,Crewmate,Loss,8,Yes,No,-,11m 28s,No,0,11m 17s,--,NA / LRPCVF
11/28/2020 at 10:34:19 pm EST,Crewmate,Win,8,Yes,Yes,-,16m 02s,No,1,10m 39s,++,NA / LRPCVF
11/28/2020 at 10:14:26 pm EST,Crewmate,Win,2,No,No,-,01m 17s,No,0,-,N/A,NA / XYBZDF
11/28/2020 at 9:54:03 pm EST,Crewmate,Loss,8,Yes,No,-,15m 23s,No,1,12m 30s,--,NA / XYBZDF
11/28/2020 at 9:37:13 pm EST,Crewmate,Loss,5,No,Yes,-,12m 16s,No,0,-,---,NA / XYBZDF
11/28/2020 at 5:14:43 pm EST,Crewmate,Loss,7,Yes,No,-,18m 30s,No,0,11m 01s,--,Europe / DJCWJF
11/28/2020 at 4:55:27 pm EST,Crewmate,Win,4,No,No,-,13m 29s,No,1,-,++,Europe / DJCWJF
11/28/2020 at 4:30:47 pm EST,Imposter,Win,-,-,-,2,05m 15s,No,N/A,-,+++,Europe / DJCWJF
11/28/2020 at 4:22:09 pm EST,Crewmate,Win,7,Yes,No,-,14m 52s,No,0,06m 08s,++,Europe / DJCWJF
11/28/2020 at 4:04:06 pm EST,Crewmate,Win,7,Yes,No,-,21m 16s,No,0,09m 05s,++,Europe / DJCWJF
11/28/2020 at 3:39:41 pm EST,Crewmate,Loss,7,Yes,Yes,-,15m 13s,No,1,05m 44s,--,Europe / DJCWJF
11/28/2020 at 3:21:54 pm EST,Crewmate,Win,6,No,No,-,13m 22s,No,0,-,++,Europe / DJCWJF
11/28/2020 at 3:02:01 pm EST,Crewmate,Loss,7,Yes,Yes,-,13m 52s,No,1,09m 19s,--,Europe / DJCWJF
11/28/2020 at 2:40:53 pm EST,Crewmate,Loss,7,Yes,Yes,-,19m 06s,No,1,05m 14s,--,Europe / DJCWJF
11/28/2020 at 2:17:53 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 39s,No,1,01m 49s,--,Europe / DJCWJF
11/28/2020 at 1:59:58 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 25s,No,0,13m 54s,--,Europe / DJCWJF
11/28/2020 at 1:43:45 pm EST,Crewmate,Win,7,Yes,Yes,-,18m 02s,No,0,17m 11s,++,Europe / DJCWJF
11/28/2020 at 1:21:37 pm EST,Crewmate,Loss,7,Yes,Yes,-,19m 21s,No,0,06m 33s,--,Europe / DJCWJF
11/28/2020 at 12:57:06 pm EST,Imposter,Loss,-,-,-,2,11m 02s,No,N/A,-,-,Europe / DJCWJF
11/28/2020 at 12:43:36 pm EST,Crewmate,Loss,7,Yes,Yes,-,06m 56s,No,0,04m 09s,--,Europe / DJCWJF
11/28/2020 at 12:32:44 pm EST,Crewmate,Win,7,Yes,Yes,-,22m 06s,No,0,06m 31s,++,Europe / DJCWJF
11/28/2020 at 12:09:02 pm EST,Crewmate,Loss,7,Yes,No,-,13m 41s,No,0,06m 06s,--,Europe / DJCWJF
11/27/2020 at 9:52:37 pm EST,Crewmate,Loss,8,Yes,Yes,-,13m 27s,No,0,05m 37s,--,Europe / ILAEVF
