Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
12/15/2020 at 3:48:17 pm EST,Crewmate,Win,6,No,No,-,15m 11s,Yes,0,-,++,NA / IUFFVF
12/15/2020 at 12:32:40 am EST,Crewmate,Win,1,No,No,-,03m 58s,No,0,-,N/A,Europe / SWCJKF
12/15/2020 at 12:23:28 am EST,Crewmate,Win,3,No,Yes,-,06m 50s,No,0,-,++,Europe / SWCJKF
12/15/2020 at 12:13:48 am EST,Crewmate,Win,5,No,No,-,10m 18s,No,3,-,++,Europe / SWCJKF
12/15/2020 at 12:01:39 am EST,Crewmate,Win,3,No,Yes,-,07m 23s,No,1,-,++,Europe / SWCJKF
12/14/2020 at 11:34:58 pm EST,Crewmate,Win,7,Yes,Yes,-,18m 40s,No,1,14m 14s,++,Europe / ONSXGF
12/14/2020 at 11:14:44 pm EST,Crewmate,Loss,2,No,No,-,08m 37s,No,0,-,---,Europe / ONSXGF
12/14/2020 at 11:04:56 pm EST,Crewmate,Win,4,No,No,-,06m 42s,No,0,-,++,Europe / ONSXGF
12/14/2020 at 10:54:07 pm EST,Imposter,Win,-,-,-,2,10m 27s,No,N/A,-,+++,Europe / ONSXGF
12/14/2020 at 10:42:49 pm EST,Crewmate,Win,7,Yes,No,-,12m 12s,No,0,08m 23s,++,Europe / ONSXGF
12/14/2020 at 10:22:49 pm EST,Imposter,Win,-,-,-,2,13m 53s,No,N/A,-,+++,Europe / ONSXGF
12/14/2020 at 10:07:59 pm EST,Crewmate,Loss,3,No,No,-,05m 13s,Yes,0,-,---,Europe / ONSXGF
12/14/2020 at 9:58:47 pm EST,Crewmate,Win,7,Yes,No,-,15m 28s,Yes,0,10m 17s,++,Europe / ONSXGF
12/14/2020 at 9:12:04 pm EST,Imposter,Win,-,-,-,4,15m 43s,No,N/A,-,+++,Europe / ONSXGF
12/14/2020 at 8:21:02 pm EST,Crewmate,Loss,3,No,Yes,-,13m 31s,No,1,-,---,Europe / ONSXGF
12/14/2020 at 3:10:10 am EST,Imposter,Win,-,-,-,4,08m 53s,No,N/A,-,+++,NA / BEXBOF
12/14/2020 at 2:59:59 am EST,Crewmate,Loss,4,No,No,-,02m 15s,No,1,-,N/A,NA / BEXBOF
12/14/2020 at 12:59:28 am EST,Crewmate,Loss,2,No,No,-,12m 54s,No,0,-,---,NA / PJLECF
12/14/2020 at 12:45:42 am EST,Crewmate,Loss,1,No,Yes,-,08m 44s,No,0,-,---,NA / PJLECF
12/14/2020 at 12:24:07 am EST,Imposter,Win,-,-,-,4,10m 12s,No,N/A,-,+++,NA / LKKLPQ
12/14/2020 at 12:13:30 am EST,Crewmate,Win,2,No,Yes,-,06m 45s,No,0,-,++,NA / LKKLPQ
12/14/2020 at 12:05:12 am EST,Crewmate,Win,4,No,No,-,17m 01s,No,1,-,++,NA / LKKLPQ
12/13/2020 at 9:12:09 pm EST,Crewmate,Win,5,No,No,-,08m 18s,No,0,-,++,Europe / AHNVOF
12/13/2020 at 9:03:21 pm EST,Imposter,Win,-,-,-,3,19m 45s,No,N/A,-,+++,Europe / AHNVOF
12/13/2020 at 8:42:41 pm EST,Imposter,Loss,-,-,-,1,05m 45s,No,N/A,-,--,Europe / AHNVOF
12/13/2020 at 8:33:40 pm EST,Crewmate,Win,2,No,No,-,04m 31s,No,0,-,N/A,Europe / AHNVOF
12/13/2020 at 8:27:16 pm EST,Crewmate,Win,6,No,Yes,-,17m 01s,No,1,-,++,Europe / AHNVOF
12/13/2020 at 7:57:34 pm EST,Imposter,Win,-,-,-,2,03m 21s,No,N/A,-,N/A,Europe / AHNVOF
12/13/2020 at 7:49:13 pm EST,Crewmate,Loss,2,No,No,-,04m 55s,No,0,-,N/A,Europe / AHNVOF
12/13/2020 at 7:37:15 pm EST,Crewmate,Win,0,No,No,-,05m 38s,No,2,-,N/A,NA / BRHQGF
12/13/2020 at 7:30:23 pm EST,Crewmate,Loss,4,No,Yes,-,05m 00s,No,0,-,---,NA / BRHQGF
12/13/2020 at 7:23:58 pm EST,Crewmate,Win,3,No,Yes,-,13m 53s,No,0,-,++,NA / BRHQGF
12/13/2020 at 7:09:17 pm EST,Crewmate,Loss,5,No,Yes,-,09m 23s,No,0,-,---,NA / BRHQGF
12/13/2020 at 6:58:39 pm EST,Imposter,Win,-,-,-,1,04m 30s,No,N/A,-,N/A,NA / BRHQGF
12/13/2020 at 6:52:41 pm EST,Crewmate,Loss,2,No,No,-,08m 53s,Yes,5,-,---,NA / BRHQGF
12/13/2020 at 6:41:33 pm EST,Crewmate,Win,2,No,Yes,-,02m 20s,No,0,-,N/A,NA / ISGCZF
12/13/2020 at 6:36:03 pm EST,Crewmate,Win,1,No,No,-,02m 22s,No,0,-,N/A,NA / YSNTCF
12/13/2020 at 6:32:41 pm EST,Crewmate,Win,7,Yes,Yes,-,10m 20s,No,2,10m 19s,++,NA / YSNTCF
12/13/2020 at 4:20:16 pm EST,Crewmate,Win,0,No,No,-,05m 35s,No,1,-,N/A,NA / GTJRIF
12/13/2020 at 4:11:31 pm EST,Crewmate,Loss,7,Yes,No,-,13m 47s,No,1,10m 19s,--,NA / GTJRIF
12/13/2020 at 3:03:34 pm EST,Imposter,Win,-,-,-,2,05m 07s,No,N/A,-,+++,NA / FDMAOF
12/11/2020 at 12:08:58 am EST,Imposter,Win,-,-,-,2,08m 49s,No,N/A,-,+++,NA / EYNONF
12/10/2020 at 11:59:35 pm EST,Crewmate,Loss,3,No,Yes,-,06m 04s,No,1,-,---,NA / EYNONF
12/10/2020 at 11:31:45 pm EST,Imposter,Win,-,-,-,3,09m 25s,No,N/A,-,+++,NA / EYNONF
12/10/2020 at 11:21:13 pm EST,Crewmate,Win,8,Yes,Yes,-,15m 21s,No,3,06m 06s,++,NA / EYNONF
12/10/2020 at 11:03:53 pm EST,Imposter,Win,-,-,-,3,18m 12s,No,N/A,-,+++,NA / EYNONF
12/10/2020 at 10:22:06 pm EST,Crewmate,Win,8,Yes,Yes,-,11m 51s,No,0,10m 02s,++,NA / EYNONF
12/10/2020 at 10:07:58 pm EST,Imposter,Win,-,-,-,3,17m 02s,No,N/A,-,+++,NA / EYNONF
12/10/2020 at 9:45:34 pm EST,Imposter,Win,-,-,-,2,08m 57s,No,N/A,-,+++,NA / EYNONF
12/10/2020 at 9:19:46 pm EST,Crewmate,Loss,8,No,Yes,-,14m 07s,No,0,-,---,NA / EYNONF
12/10/2020 at 9:03:58 pm EST,Imposter,Loss,-,-,-,2,07m 53s,No,N/A,-,-,NA / EYNONF
12/10/2020 at 8:53:42 pm EST,Imposter,Loss,-,-,-,1,10m 36s,No,N/A,-,--,NA / EYNONF
12/10/2020 at 8:37:59 pm EST,Crewmate,Win,8,Yes,No,-,14m 43s,No,0,14m 32s,++,NA / EXIYDF
12/10/2020 at 8:22:34 pm EST,Crewmate,Win,2,No,No,-,02m 01s,No,1,-,N/A,NA / EXIYDF
12/10/2020 at 8:19:00 pm EST,Crewmate,Win,1,No,No,-,01m 48s,No,0,-,N/A,NA / EXIYDF
12/10/2020 at 8:14:24 pm EST,Crewmate,Loss,6,No,No,-,11m 52s,Yes,1,-,---,NA / EXIYDF
12/10/2020 at 12:34:33 am EST,Imposter,Win,-,-,-,1,03m 07s,Yes,N/A,-,N/A,Europe / KTQRWQ
12/10/2020 at 12:22:42 am EST,Crewmate,Win,4,No,Yes,-,05m 43s,No,1,-,++,Europe / KTQRWQ
12/10/2020 at 12:10:28 am EST,Crewmate,Win,4,No,Yes,-,05m 58s,No,0,-,++,Europe / BNDUNF
12/09/2020 at 11:29:38 pm EST,Crewmate,Loss,3,No,No,-,10m 53s,No,0,-,---,Europe / BNDUNF
12/09/2020 at 11:18:10 pm EST,Crewmate,Loss,7,No,Yes,-,13m 04s,No,1,-,---,Europe / BNDUNF
12/09/2020 at 11:04:02 pm EST,Crewmate,Win,4,No,Yes,-,13m 55s,No,0,-,++,Europe / BNDUNF
12/09/2020 at 10:48:57 pm EST,Crewmate,Loss,7,No,No,-,16m 42s,No,4,-,---,Europe / BNDUNF
12/09/2020 at 10:28:23 pm EST,Imposter,Loss,-,-,-,2,13m 13s,No,N/A,-,-,Europe / BNDUNF
12/09/2020 at 10:13:28 pm EST,Crewmate,Win,6,No,No,-,15m 28s,No,1,-,++,Europe / BNDUNF
12/09/2020 at 9:52:30 pm EST,Crewmate,Win,6,Yes,Yes,-,11m 02s,No,0,07m 59s,++,NA / KVMHBF
12/09/2020 at 1:14:18 am EST,Crewmate,Win,2,No,Yes,-,15m 29s,No,0,-,++,NA / TVPSDF
12/09/2020 at 12:56:34 am EST,Crewmate,Win,1,No,Yes,-,09m 53s,No,1,-,++,NA / TVPSDF
12/09/2020 at 12:39:07 am EST,Crewmate,Loss,8,Yes,No,-,18m 17s,No,0,10m 50s,--,NA / TVPSDF
12/09/2020 at 12:19:26 am EST,Crewmate,Win,5,No,No,-,10m 28s,No,0,-,++,NA / TVPSDF
12/09/2020 at 12:03:34 am EST,Imposter,Loss,-,-,-,2,12m 04s,No,N/A,-,-,Europe / VTTXQQ
12/08/2020 at 11:48:43 pm EST,Imposter,Loss,-,-,-,2,15m 29s,No,N/A,-,-,Europe / VTTXQQ
12/08/2020 at 11:27:14 pm EST,Crewmate,Loss,7,No,Yes,-,11m 55s,No,0,-,---,Europe / VTTXQQ
12/08/2020 at 11:14:31 pm EST,Imposter,Win,-,-,-,2,12m 03s,No,N/A,-,+++,Europe / VTTXQQ
12/08/2020 at 11:00:26 pm EST,Crewmate,Loss,4,No,No,-,14m 22s,No,1,-,---,Europe / VTTXQQ
12/08/2020 at 10:41:20 pm EST,Imposter,Win,-,-,-,4,13m 01s,No,N/A,-,+++,Europe / VTTXQQ
12/08/2020 at 10:24:18 pm EST,Crewmate,Loss,7,No,Yes,-,05m 39s,No,2,-,---,Europe / VTTXQQ
12/08/2020 at 10:15:05 pm EST,Crewmate,Win,8,Yes,No,-,07m 05s,No,1,05m 39s,++,Europe / VTTXQQ
12/08/2020 at 10:03:00 pm EST,Crewmate,Loss,8,Yes,Yes,-,12m 36s,No,0,12m 18s,--,Europe / VTTXQQ
