Game Completed Date,Team,Outcome,Task Completed,All Tasks Completed,Murdered,Imposter Kills,Game Length,Ejected,Sabotages Fixed,Time to complete all tasks,Rank Change,Region/Game Code
11/27/2020 at 3:30:20 pm EST,Crewmate,Win,1,No,Yes,-,03m 17s,No,0,-,N/A,Europe / RTJZNF
11/27/2020 at 3:00:25 pm EST,Crewmate,Loss,6,Yes,Yes,-,12m 21s,No,1,12m 19s,--,Europe / EHCIQQ
11/27/2020 at 2:31:59 pm EST,Crewmate,Win,0,No,Yes,-,08m 39s,No,0,-,N/A,Europe / EHCIQQ
11/27/2020 at 2:21:25 pm EST,Crewmate,Loss,6,Yes,Yes,-,13m 43s,No,0,05m 12s,--,Europe / EHCIQQ
11/27/2020 at 2:14:49 am EST,Crewmate,Loss,4,No,No,-,11m 00s,Yes,0,-,---,Europe / JJHDWQ
11/27/2020 at 2:02:58 am EST,Crewmate,Loss,0,No,No,-,03m 24s,No,1,-,N/A,Europe / JJHDWQ
11/27/2020 at 1:54:01 am EST,Imposter,Win,-,-,-,1,21m 42s,No,N/A,-,+++,Europe / JJHDWQ
11/27/2020 at 1:30:59 am EST,Imposter,Loss,-,-,-,2,18m 18s,Yes,N/A,-,-,Europe / JJHDWQ
11/27/2020 at 12:49:43 am EST,Crewmate,Loss,6,No,Yes,-,15m 15s,No,1,-,---,Europe / ATIEWQ
11/27/2020 at 12:31:03 am EST,Crewmate,Loss,1,No,Yes,-,12m 46s,No,0,-,---,Europe / ATIEWQ
11/27/2020 at 12:17:36 am EST,Imposter,Loss,-,-,-,2,16m 00s,Yes,N/A,-,-,Europe / ATIEWQ
11/26/2020 at 11:54:19 pm EST,Crewmate,Win,7,Yes,No,-,13m 18s,No,0,09m 29s,++,Europe / ATIEWQ
11/26/2020 at 11:13:02 pm EST,Crewmate,Win,7,No,No,-,08m 38s,No,0,-,++,Europe / SJHCDF
11/26/2020 at 11:01:30 pm EST,Crewmate,Loss,1,No,Yes,-,10m 29s,No,0,-,---,Europe / SJHCDF
11/26/2020 at 10:45:44 pm EST,Crewmate,Win,7,No,Yes,-,06m 44s,No,0,-,++,Europe / SJHCDF
11/26/2020 at 10:36:25 pm EST,Crewmate,Win,8,Yes,Yes,-,08m 50s,No,1,08m 27s,++,Europe / SJHCDF
11/26/2020 at 10:25:13 pm EST,Crewmate,Loss,2,No,Yes,-,05m 58s,No,1,-,---,Europe / SJHCDF
11/26/2020 at 10:11:45 pm EST,Crewmate,Win,8,Yes,No,-,15m 47s,No,0,15m 46s,++,Europe / SJHCDF
11/26/2020 at 9:49:12 pm EST,Crewmate,Win,7,No,No,-,10m 59s,No,0,-,++,Europe / SJHCDF
11/26/2020 at 9:34:23 pm EST,Imposter,Loss,-,-,-,4,19m 34s,No,N/A,-,-,Europe / SJHCDF
11/26/2020 at 9:10:21 pm EST,Crewmate,Loss,2,No,Yes,-,19m 38s,No,0,-,---,Europe / SJHCDF
11/26/2020 at 8:46:52 pm EST,Crewmate,Loss,3,No,Yes,-,11m 20s,No,0,-,---,Europe / SJHCDF
11/26/2020 at 8:30:21 pm EST,Crewmate,Win,8,Yes,Yes,-,07m 22s,No,0,06m 27s,++,Europe / SJHCDF
11/26/2020 at 8:15:59 pm EST,Crewmate,Win,4,No,Yes,-,05m 42s,No,0,-,++,Europe / SJHCDF
11/26/2020 at 8:04:31 pm EST,Crewmate,Win,7,Yes,No,-,16m 36s,No,0,02m 32s,++,Europe / IMZDKF
11/26/2020 at 4:32:31 pm EST,Imposter,Win,-,-,-,3,10m 40s,No,N/A,-,+++,Europe / TIMRQQ
11/26/2020 at 4:20:25 pm EST,Crewmate,Win,3,No,No,-,11m 03s,No,2,-,++,Europe / TIMRQQ
11/26/2020 at 4:04:54 pm EST,Crewmate,Loss,5,No,No,-,21m 55s,No,0,-,---,Europe / TIMRQQ
11/26/2020 at 3:17:33 pm EST,Crewmate,Loss,6,No,No,-,11m 46s,No,0,-,---,Europe / TIMRQQ
11/26/2020 at 3:01:20 pm EST,Imposter,Win,-,-,-,1,09m 31s,No,N/A,-,+++,Europe / TIMRQQ
11/26/2020 at 2:36:33 pm EST,Crewmate,Loss,7,Yes,No,-,15m 00s,No,0,11m 54s,--,Europe / TIMRQQ
11/26/2020 at 3:30:08 am EST,Crewmate,Loss,7,No,No,-,15m 27s,No,1,-,---,NA / ZZEDNF
11/26/2020 at 3:12:43 am EST,Crewmate,Loss,7,No,Yes,-,24m 24s,No,0,-,---,NA / ZZEDNF
11/26/2020 at 2:46:54 am EST,Crewmate,Win,4,No,No,-,16m 03s,No,2,-,++,NA / ZZEDNF
11/26/2020 at 2:30:18 am EST,Crewmate,Loss,5,No,No,-,11m 28s,No,1,-,---,NA / ZZEDNF
11/26/2020 at 2:17:34 am EST,Crewmate,Loss,1,No,No,-,07m 36s,No,0,-,---,NA / ZZEDNF
11/26/2020 at 2:05:54 am EST,Crewmate,Win,4,No,No,-,06m 35s,No,0,-,++,NA / ZZEDNF
11/26/2020 at 12:55:20 am EST,Crewmate,Win,5,No,No,-,16m 13s,No,1,-,++,NA / ZZEDNF
11/25/2020 at 11:53:21 pm EST,Crewmate,Win,5,No,Yes,-,19m 48s,No,0,-,++,NA / UHWTVF
11/25/2020 at 11:22:31 pm EST,Imposter,Win,-,-,-,2,11m 25s,No,N/A,-,+++,NA / UHWTVF
11/25/2020 at 11:03:21 pm EST,Imposter,Win,-,-,-,4,13m 20s,No,N/A,-,+++,NA / PQCGGF
11/25/2020 at 10:33:38 pm EST,Crewmate,Loss,3,No,No,-,11m 31s,No,1,-,---,NA / PMVNCF
11/25/2020 at 10:20:40 pm EST,Imposter,Win,-,-,-,1,06m 17s,No,N/A,-,+++,NA / PMVNCF
11/25/2020 at 10:02:28 pm EST,Crewmate,Loss,5,No,Yes,-,12m 00s,No,0,-,---,NA / PMVNCF
11/25/2020 at 9:46:11 pm EST,Crewmate,Loss,5,No,Yes,-,11m 18s,No,1,-,---,NA / PMVNCF
11/25/2020 at 9:33:41 pm EST,Crewmate,Win,1,No,No,-,12m 22s,No,0,-,++,NA / PMVNCF
11/25/2020 at 9:19:28 pm EST,Crewmate,Loss,7,Yes,Yes,-,14m 44s,No,0,11m 27s,--,NA / PMVNCF
11/25/2020 at 9:03:04 pm EST,Crewmate,Win,3,No,Yes,-,11m 56s,No,3,-,++,NA / PMVNCF
11/25/2020 at 8:48:17 pm EST,Crewmate,Win,6,No,No,-,12m 15s,No,1,-,++,NA / RMMVVF
11/25/2020 at 8:31:04 pm EST,Imposter,Win,-,-,-,4,11m 09s,No,N/A,-,+++,NA / RMMVVF
11/25/2020 at 8:17:46 pm EST,Crewmate,Win,7,Yes,No,-,16m 37s,No,0,04m 57s,++,NA / RMMVVF
11/25/2020 at 7:54:36 pm EST,Imposter,Loss,-,-,-,2,20m 34s,Yes,N/A,-,-,NA / RMMVVF
11/25/2020 at 7:27:51 pm EST,Crewmate,Loss,7,Yes,Yes,-,25m 29s,No,0,22m 03s,--,NA / RMMVVF
11/25/2020 at 7:01:57 pm EST,Crewmate,Win,2,No,Yes,-,10m 35s,No,1,-,++,NA / RMMVVF
11/25/2020 at 6:20:26 pm EST,Crewmate,Loss,5,No,Yes,-,07m 55s,No,1,-,---,NA / ETEEJF
11/25/2020 at 6:10:28 pm EST,Imposter,Win,-,-,-,4,14m 12s,No,N/A,-,+++,NA / ETEEJF
11/25/2020 at 5:54:23 pm EST,Imposter,Win,-,-,-,2,09m 54s,No,N/A,-,+++,NA / ETEEJF
11/25/2020 at 5:34:10 pm EST,Crewmate,Win,3,No,Yes,-,11m 03s,No,0,-,++,NA / NWMSVF
11/25/2020 at 5:08:51 pm EST,Crewmate,Loss,6,Yes,No,-,20m 49s,Yes,1,13m 24s,--,NA / ATZPBF
